Gene_Symbol,Protein_Name,Matrisome_Category,Matrisome_Division,Clinical_Feasibility,Detection_Method,Sample_Type,N_Tissues,Tissues_List,Direction_Consistency,Predominant_Direction,Mean_Zscore_Delta,Abs_Mean_Zscore_Delta,Median_Zscore_Delta,Max_Abs_Zscore_Delta,Std_Zscore_Delta,Signal_to_Noise,Age_Discrimination,P_Value,Biomarker_Score
PTPN1,Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens GN=PTPN1 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.07115757865644613,0.20100336035524136,0.07115757865644613,0.2721609390116875,0.2842616782969488,0.7071067811865476,0.20100336035524136,,0.1301505040532862
RPL35A,60S ribosomal protein L35a OS=Homo sapiens GN=RPL35A PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.15183969880497644,0.15183969880497644,-0.15183969880497644,0.2875476297163581,0.19191999641646693,0.7911614299714964,0.15183969880497644,,0.22277595482074647
ARF4,ADP-ribosylation factor 4 OS=Homo sapiens GN=ARF4 PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.27084347614333193,0.27084347614333193,0.27084347614333193,0.4047825361919763,0.1894184352522973,1.4298686175006141,0.27084347614333193,,0.2406265214214998
RPL7,60S ribosomal protein L7 OS=Homo sapiens GN=RPL7 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.08238624944755304,0.2627411355822231,0.08238624944755304,0.3451273850297762,0.37157207733368813,0.7071067811865475,0.2627411355822231,,0.13941117033733347
VCL,Vinculin OS=Homo sapiens GN=VCL PE=1 SV=4,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.15728421709629725,0.15728421709629725,-0.15728421709629725,0.2752773385807647,0.16686747267007007,0.9425696606988181,0.15728421709629725,,0.2235926325644446
LBP,Lipopolysaccharide-binding protein OS=Homo sapiens GN=LBP PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,1,Tubulointerstitial,1.0,DOWN,-0.1107507766671371,0.1107507766671371,-0.1107507766671371,0.1107507766671371,,0.0,0.1107507766671371,,0.21661261650007058
PGAM1,Phosphoglycerate mutase 1 OS=Homo sapiens GN=PGAM1 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.047636963640540896,0.1281948891682396,-0.047636963640540896,0.1758318528087805,0.1812949508886402,0.7071067811865476,0.1281948891682396,,0.11922923337523594
XRCC1,DNA repair protein XRCC1 OS=Homo sapiens GN=XRCC1 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.18698412453907298,0.18698412453907298,-0.18698412453907298,0.2400185449476128,0.07500199661435344,2.4930552915879183,0.18698412453907298,,0.22804761868086096
KRT15,"Keratin, type I cytoskeletal 15 OS=Homo sapiens GN=KRT15 PE=1 SV=3",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.0015338743411213024,0.1221953424788868,0.0015338743411213024,0.1237292168200081,0.1728103105924669,0.7071067811865475,0.1221953424788868,,0.11832930137183302
KRT4,"Keratin, type II cytoskeletal 4 OS=Homo sapiens GN=KRT4 PE=1 SV=4",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.14832446464531795,0.14832446464531795,-0.14832446464531795,0.1816798630458166,0.04717165679634303,3.1443556304517326,0.14832446464531795,,0.2222486696967977
CDH2,Cadherin-2 OS=Homo sapiens GN=CDH2 PE=1 SV=4,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.0677714547777806,0.0958537980198603,-0.0677714547777806,0.1636252527976409,0.13555774116465774,0.7071067811865476,0.0958537980198603,,0.11437806970297905
NCL,Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.06145447941833845,0.06145447941833845,-0.06145447941833845,0.1068258937155579,0.06416486944317629,0.9577589723417401,0.06145447941833845,,0.20921817191275077
HK1,Hexokinase-1 OS=Homo sapiens GN=HK1 PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.010914433445996075,0.4962604225933544,-0.028644175701274144,0.5314123494819544,0.5743305839173655,0.8640675535829662,0.4962604225933544,0.9720694580257556,0.1772321175864276
NDUFV2,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Homo sapiens GN=NDUFV2 PE=1 SV=2",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.381678146942575,0.381678146942575,0.381678146942575,0.7245036735433354,0.4848285092464937,0.7872436122532647,0.381678146942575,,0.25725172204138624
TRIM21,E3 ubiquitin-protein ligase TRIM21 OS=Homo sapiens GN=TRIM21 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.08054405059841645,0.19328051558442344,0.08054405059841645,0.2738245661828399,0.273339926481956,0.7071067811865476,0.19328051558442344,,0.12899207733766352
EIF2AK2,"Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens GN=EIF2AK2 PE=1 SV=2",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.41097403400344096,0.41097403400344096,0.41097403400344096,0.601283682417104,0.2691384858370576,1.526998387931237,0.41097403400344096,,0.26164610510051617
ORM2,Alpha-1-acid glycoprotein 2 OS=Homo sapiens GN=ORM2 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.0958473557939504,0.1455803545271675,-0.0958473557939504,0.2414277103211179,0.2058817117874037,0.7071067811865475,0.1455803545271675,,0.12183705317907513
CSNK2A2,Casein kinase II subunit alpha' OS=Homo sapiens GN=CSNK2A2 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.041024712241745004,0.2945328946050063,-0.041024712241745004,0.3355576068467513,0.4165324141154053,0.7071067811865476,0.2945328946050063,,0.14417993419075095
EIF2S2,Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens GN=EIF2S2 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.10322209355623513,0.41827327346954213,-0.10322209355623513,0.5214953670257773,0.5915277361188169,0.7071067811865476,0.41827327346954213,,0.16274099102043132
AZU1,Azurocidin OS=Homo sapiens GN=AZU1 PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.13189134966406207,0.26197108148997483,0.13189134966406207,0.3938624311540369,0.3704830563926697,0.7071067811865475,0.26197108148997483,,0.13929566222349624
HIST1H2AD,Histone H2A type 1-D OS=Homo sapiens GN=HIST1H2AD PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.09578634462733095,0.19299117261271787,0.09578634462733095,0.2887775172400488,0.2729307337271926,0.7071067811865476,0.19299117261271787,,0.12894867589190767
LMNB1,Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.07144388222267005,0.07144388222267005,-0.07144388222267005,0.1311886824628403,0.08449190678092011,0.8455707172986117,0.07144388222267005,,0.21071658233340052
ITGAX,Integrin alpha-X OS=Homo sapiens GN=ITGAX PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.024096467658655897,0.1429147008853566,0.024096467658655897,0.1670111685440125,0.2021119082545655,0.7071067811865475,0.1429147008853566,,0.1214372051328035
GSTM3,Glutathione S-transferase Mu 3 OS=Homo sapiens GN=GSTM3 PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.07063366266034335,0.19008657781318847,-0.07063366266034335,0.2607202404735318,0.2688230163684998,0.7071067811865475,0.19008657781318847,,0.12851298667197827
ATP6V1C1,V-type proton ATPase subunit C 1 OS=Homo sapiens GN=ATP6V1C1 PE=1 SV=4,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.2555306495209137,0.39198413066008436,0.2555306495209137,0.6475147801809981,0.5543492738145187,0.7071067811865475,0.39198413066008436,,0.15879761959901267
CSRP1,Cysteine and glycine-rich protein 1 OS=Homo sapiens GN=CSRP1 PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.21733468494109603,0.42913044219639745,0.21733468494109603,0.6464651271374935,0.6068820913813088,0.7071067811865476,0.42913044219639745,,0.16436956632945962
FLNA,Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.34554822477139924,0.34554822477139924,-0.34554822477139924,0.4704838924345722,0.17668571563339702,1.9557224732777658,0.34554822477139924,,0.2518322337157099
MAOA,Amine oxidase [flavin-containing] A OS=Homo sapiens GN=MAOA PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.09369997778193614,0.09665884698315144,0.09369997778193614,0.1903588247650876,0.13669625232691848,0.7071067811865476,0.09665884698315144,,0.11449882704747272
ACO1,Cytoplasmic aconitate hydratase OS=Homo sapiens GN=ACO1 PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.19013902596453347,0.19013902596453347,-0.19013902596453347,0.3105049832312323,0.1702231692145859,1.1169985075582827,0.19013902596453347,,0.22852085389468002
GPD1,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic OS=Homo sapiens GN=GPD1 PE=1 SV=4",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.06363225696848696,0.06363225696848696,-0.06363225696848696,0.1201392327406674,0.07991293150570548,0.7962698373034138,0.06363225696848696,,0.20954483854527306
VDAC1,Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens GN=VDAC1 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.013184642064554348,0.05065435339674795,0.013184642064554348,0.0638389954613023,0.0716360735669206,0.7071067811865476,0.05065435339674795,,0.1075981530095122
BCKDHB,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial OS=Homo sapiens GN=BCKDHB PE=1 SV=2",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.13438142571428116,0.13438142571428116,-0.13438142571428116,0.2191243585751516,0.11984460496711562,1.1212972478081455,0.13438142571428116,,0.22015721385714218
COMT,Catechol O-methyltransferase OS=Homo sapiens GN=COMT PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.4197359984372316,0.4197359984372316,0.4197359984372316,0.7275449266060203,0.4353075608358269,0.9642285965153083,0.4197359984372316,,0.2629603997655847
MUT,"Methylmalonyl-CoA mutase, mitochondrial OS=Homo sapiens GN=MUT PE=1 SV=4",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.052845998376633306,0.1463410440644197,0.052845998376633306,0.199187042441053,0.20695748924774104,0.7071067811865476,0.1463410440644197,,0.12195115660966296
OSBP,Oxysterol-binding protein 1 OS=Homo sapiens GN=OSBP PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.0023393484506085,0.24929080286844307,0.0023393484506085,0.2516301513190516,0.35255043439142986,0.7071067811865476,0.24929080286844307,,0.13739362043026646
FBL,rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens GN=FBL PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.007819050872211353,0.18914211185625945,0.007819050872211353,0.1969611627284708,0.2674873398030111,0.7071067811865476,0.18914211185625945,,0.12837131677843894
SCP2,Non-specific lipid-transfer protein OS=Homo sapiens GN=SCP2 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.0660105641840775,0.16436993999563052,0.0660105641840775,0.230380504179708,0.2324541983882725,0.7071067811865476,0.16436993999563052,,0.12465549099934459
UBA1,Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens GN=UBA1 PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.05337594879006216,0.2761338818529395,0.05337594879006216,0.3295098306430017,0.39051228074715694,0.7071067811865476,0.2761338818529395,,0.14142008227794092
NME2,Nucleoside diphosphate kinase B OS=Homo sapiens GN=NME2 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.2943352090009833,0.2943352090009833,0.2943352090009833,0.4436620254990453,0.21118000911755772,1.3937645434854373,0.2943352090009833,,0.2441502813501475
HIST1H1T,Histone H1t OS=Homo sapiens GN=HIST1H1T PE=2 SV=4,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.2441554771844923,0.2441554771844923,-0.2441554771844923,0.4044487161170743,0.22668887245516847,1.0770510018429693,0.2441554771844923,,0.23662332157767385
SPRR2D,Small proline-rich protein 2D OS=Homo sapiens GN=SPRR2D PE=2 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.09416715552184095,0.11680248241905104,-0.09416715552184095,0.210969637940892,0.165183654755867,0.7071067811865475,0.11680248241905104,,0.11752037236285766
HNRNPA2B1,Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.10877687971994285,0.10877687971994285,0.10877687971994285,0.1717294611806841,0.08902839448817736,1.2218223224769937,0.10877687971994285,,0.21631653195799144
CALB2,Calretinin OS=Homo sapiens GN=CALB2 PE=2 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.15389388227398101,0.15389388227398101,-0.15389388227398101,0.2934172675329395,0.19731586370142548,0.7799366933154966,0.15389388227398101,,0.22308408234109717
UQCRC2,"Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens GN=UQCRC2 PE=1 SV=3",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,-0.0032240373373123004,0.024640870107745003,-0.0032240373373123004,0.0278649074450573,0.03484745269504677,0.7071067811865475,0.024640870107745003,,0.10369613051616175
PPIB,Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens GN=PPIB PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.07041995787367271,0.0824777854080176,0.07041995787367271,0.1528977432816903,0.11664120271851625,0.7071067811865476,0.0824777854080176,,0.11237166781120264
GLDC,"Glycine dehydrogenase (decarboxylating), mitochondrial OS=Homo sapiens GN=GLDC PE=1 SV=2",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.4664776365559269,0.4664776365559269,0.4664776365559269,0.5458651204818405,0.11227085645070321,4.154930774583978,0.4664776365559269,,0.26997164548338903
SP100,Nuclear autoantigen Sp-100 OS=Homo sapiens GN=SP100 PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.12471661117395576,0.12471661117395576,-0.12471661117395576,0.1519597465047156,0.03852761146632622,3.2370709324391984,0.12471661117395576,,0.21870749167609338
AHCY,Adenosylhomocysteinase OS=Homo sapiens GN=AHCY PE=1 SV=4,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.1797334286424525,0.1797334286424525,-0.1797334286424525,0.205500225303414,0.036439753296841536,4.932344826221179,0.1797334286424525,,0.2269600142963679
CPT2,"Carnitine O-palmitoyltransferase 2, mitochondrial OS=Homo sapiens GN=CPT2 PE=1 SV=2",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.2695259752847578,0.2695259752847578,-0.2695259752847578,0.4529304978213225,0.2593731631717717,1.0391436492073094,0.2695259752847578,,0.2404288962927137
DTYMK,Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.1136266802363297,0.1136266802363297,-0.1136266802363297,0.1585816009313383,0.06357585854228809,1.7872614360488712,0.1136266802363297,,0.21704400203544946
CMA1,Chymase OS=Homo sapiens GN=CMA1 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.08483140480392501,0.08483140480392501,-0.08483140480392501,0.1527163849946238,0.09600385966711514,0.8836249406854096,0.08483140480392501,,0.21272471072058877
NR2F2,COUP transcription factor 2 OS=Homo sapiens GN=NR2F2 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.32059801273421773,0.4648596220768503,0.32059801273421773,0.785457634811068,0.657410782140713,0.7071067811865476,0.4648596220768503,,0.16972894331152755
EEF1B2,Elongation factor 1-beta OS=Homo sapiens GN=EEF1B2 PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.23656788647686133,0.23656788647686133,-0.23656788647686133,0.265217385081372,0.040516509481688015,5.838802243904584,0.23656788647686133,,0.2354851829715292
ATP5F1,"ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens GN=ATP5F1 PE=1 SV=2",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.29591114302997484,0.29591114302997484,0.29591114302997484,0.2991561763827481,0.004589170177844985,64.48031595309696,0.29591114302997484,,0.24438667145449625
ACP1,Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens GN=ACP1 PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.028649778076243852,0.07056088060399396,0.028649778076243852,0.0992106586802378,0.09978815432315692,0.7071067811865476,0.07056088060399396,,0.1105841320905991
MYL9,Myosin regulatory light polypeptide 9 OS=Homo sapiens GN=MYL9 PE=1 SV=4,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.13178429074192743,0.13178429074192743,-0.13178429074192743,0.1619315481071389,0.042634660234234206,3.091013040045504,0.13178429074192743,,0.21976764361128912
COL8A2,Collagen alpha-2(VIII) chain OS=Homo sapiens GN=COL8A2 PE=1 SV=2,Collagens,Core matrisome,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.1598585305323249,0.1598585305323249,-0.1598585305323249,0.1754257358850471,0.022015352938066775,7.26122951478617,0.1598585305323249,,0.22397877957984874
AZGP1,Zinc-alpha-2-glycoprotein OS=Homo sapiens GN=AZGP1 PE=1 SV=2,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.015586180099904999,0.0414375056234131,0.015586180099904999,0.0570236857233181,0.0586014824435422,0.7071067811865475,0.0414375056234131,,0.10621562584351198
MPST,3-mercaptopyruvate sulfurtransferase OS=Homo sapiens GN=MPST PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.11317798419496895,0.11317798419496895,-0.11317798419496895,0.1743693056704935,0.08653759673021884,1.3078475537956247,0.11317798419496895,,0.21697669762924535
RPS12,40S ribosomal protein S12 OS=Homo sapiens GN=RPS12 PE=1 SV=3,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.5824991399004293,0.5824991399004293,0.5824991399004293,1.0185657518187292,0.6166913166729449,0.9445554431397176,0.5824991399004293,,0.2873748709850644
DNAJB1,DnaJ homolog subfamily B member 1 OS=Homo sapiens GN=DNAJB1 PE=1 SV=4,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.017450884476503344,0.10581368290342624,0.017450884476503344,0.1232645673799296,0.14964314544667148,0.7071067811865476,0.10581368290342624,,0.11587205243551393
ATP5A1,"ATP synthase subunit alpha, mitochondrial OS=Homo sapiens GN=ATP5A1 PE=1 SV=1",Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",0.5,DOWN,0.2660853581546474,0.3381231964459259,0.2660853581546474,0.6042085546005733,0.4781784101667707,0.7071067811865476,0.3381231964459259,,0.15071847946688888
PSMA4,Proteasome subunit alpha type-4 OS=Homo sapiens GN=PSMA4 PE=1 SV=1,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,DOWN,-0.6602268961108496,0.6602268961108496,-0.6602268961108496,1.2303591933703637,0.8062888271313338,0.8188466389393579,0.6602268961108496,,0.29903403441662746
ITGA3,Integrin alpha-3 OS=Homo sapiens GN=ITGA3 PE=1 SV=5,Unknown,Unknown,0,Mass spectrometry,Blood,2,"Glomerular, Tubulointerstitial",1.0,UP,0.19873851574481205,0.19873851574481205,0.19873851574481205,0.358248651923345,0.22558139791966056,0.8810057814057504,0.19873851574481205,,0.2298107773617218
