Protein_ID,Protein_Name,Gene_Symbol
Q8TF65,PDZ domain-containing protein GIPC2 OS=Homo sapiens GN=GIPC2 PE=1 SV=1,GIPC2
Q86SE9,Polycomb group RING finger protein 5 OS=Homo sapiens GN=PCGF5 PE=1 SV=1,PCGF5
O76031,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Homo sapiens GN=CLPX PE=1 SV=2",CLPX
O75306,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial OS=Homo sapiens GN=NDUFS2 PE=1 SV=2",NDUFS2
Q6DN03,Putative histone H2B type 2-C OS=Homo sapiens GN=HIST2H2BC PE=5 SV=3,HIST2H2BC
Q9Y617,Phosphoserine aminotransferase OS=Homo sapiens GN=PSAT1 PE=1 SV=2,PSAT1
Q53H82,Beta-lactamase-like protein 2 OS=Homo sapiens GN=LACTB2 PE=1 SV=2,LACTB2
P62979,Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens GN=RPS27A PE=1 SV=2,RPS27A
H0YB25,Glutamate-rich protein 1 (Fragment) OS=Homo sapiens GN=ERICH1 PE=1 SV=1,ERICH1
Q9HCM4,Band 4.1-like protein 5 OS=Homo sapiens GN=EPB41L5 PE=1 SV=3,EPB41L5
V9GYB2,Single-stranded DNA-binding protein 4 OS=Homo sapiens GN=SSBP4 PE=1 SV=1,SSBP4
P24534,Elongation factor 1-beta OS=Homo sapiens GN=EEF1B2 PE=1 SV=3,EEF1B2
S4R369,"39S ribosomal protein L37, mitochondrial OS=Homo sapiens GN=MRPL37 PE=1 SV=1",MRPL37
Q03591,Complement factor H-related protein 1 OS=Homo sapiens GN=CFHR1 PE=1 SV=2,CFHR1
O00116,"Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens GN=AGPS PE=1 SV=1",AGPS
Q969S0,UDP-xylose and UDP-N-acetylglucosamine transporter OS=Homo sapiens GN=SLC35B4 PE=1 SV=1,SLC35B4
H3BP39,"Acyl-coenzyme A synthetase ACSM2B, mitochondrial (Fragment) OS=Homo sapiens GN=ACSM2B PE=1 SV=1",ACSM2B
P50402,Emerin OS=Homo sapiens GN=EMD PE=1 SV=1,EMD
H0YJV4,Solute carrier family 35 member F4 (Fragment) OS=Homo sapiens GN=SLC35F4 PE=4 SV=1,SLC35F4
E9PKH6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (Fragment) OS=Homo sapiens GN=NDUFS8 PE=1 SV=1",NDUFS8
E9PKP7,Nucleolar transcription factor 1 OS=Homo sapiens GN=UBTF PE=1 SV=1,UBTF
A0A0A0MSA7,Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens GN=EIF4G3 PE=1 SV=1,EIF4G3
C9J8K5,Tensin-1 (Fragment) OS=Homo sapiens GN=TNS1 PE=1 SV=1,TNS1
P07148,"Fatty acid-binding protein, liver OS=Homo sapiens GN=FABP1 PE=1 SV=1",FABP1
Q9ULX6,A-kinase anchor protein 8-like OS=Homo sapiens GN=AKAP8L PE=1 SV=3,AKAP8L
P49189,4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3,ALDH9A1
P46940,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1,IQGAP1
P07384,Calpain-1 catalytic subunit OS=Homo sapiens GN=CAPN1 PE=1 SV=1,CAPN1
Q9UBT2,SUMO-activating enzyme subunit 2 OS=Homo sapiens GN=UBA2 PE=1 SV=2,UBA2
Q9Y678,Coatomer subunit gamma-1 OS=Homo sapiens GN=COPG1 PE=1 SV=1,COPG1
Q15084,Protein disulfide-isomerase A6 OS=Homo sapiens GN=PDIA6 PE=1 SV=1,PDIA6
Q9P265,Disco-interacting protein 2 homolog B OS=Homo sapiens GN=DIP2B PE=1 SV=3,DIP2B
P43307,Translocon-associated protein subunit alpha OS=Homo sapiens GN=SSR1 PE=1 SV=3,SSR1
A0A087WU08,Haptoglobin OS=Homo sapiens GN=HP PE=1 SV=1,HP
Q96CB9,5-methylcytosine rRNA methyltransferase NSUN4 OS=Homo sapiens GN=NSUN4 PE=1 SV=2,NSUN4
P05164,Myeloperoxidase OS=Homo sapiens GN=MPO PE=1 SV=1,MPO
Q16656,Nuclear respiratory factor 1 OS=Homo sapiens GN=NRF1 PE=1 SV=1,NRF1
P10620,Microsomal glutathione S-transferase 1 OS=Homo sapiens GN=MGST1 PE=1 SV=1,MGST1
O60763,General vesicular transport factor p115 OS=Homo sapiens GN=USO1 PE=1 SV=2,USO1
P05771,Protein kinase C beta type OS=Homo sapiens GN=PRKCB PE=1 SV=4,PRKCB
A0A087WUL0,Triokinase/FMN cyclase OS=Homo sapiens GN=TKFC PE=1 SV=1,TKFC
P02511,Alpha-crystallin B chain OS=Homo sapiens GN=CRYAB PE=1 SV=2,CRYAB
Q92794,Histone acetyltransferase KAT6A OS=Homo sapiens GN=KAT6A PE=1 SV=2,KAT6A
P51606,N-acylglucosamine 2-epimerase OS=Homo sapiens GN=RENBP PE=1 SV=2,RENBP
J3KTF8,Rho GDP-dissociation inhibitor 1 (Fragment) OS=Homo sapiens GN=ARHGDIA PE=1 SV=6,ARHGDIA
P22392,Nucleoside diphosphate kinase B OS=Homo sapiens GN=NME2 PE=1 SV=1,NME2
P14854,Cytochrome c oxidase subunit 6B1 OS=Homo sapiens GN=COX6B1 PE=1 SV=2,COX6B1
O43159,Ribosomal RNA-processing protein 8 OS=Homo sapiens GN=RRP8 PE=1 SV=2,RRP8
Q02252,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens GN=ALDH6A1 PE=1 SV=2",ALDH6A1
P00325,Alcohol dehydrogenase 1B OS=Homo sapiens GN=ADH1B PE=1 SV=2,ADH1B
O00748,Carboxylic ester hydrolase OS=Homo sapiens GN=CES2 PE=1 SV=1,CES2
P42226,Signal transducer and activator of transcription 6 OS=Homo sapiens GN=STAT6 PE=1 SV=1,STAT6
Q13206,Probable ATP-dependent RNA helicase DDX10 OS=Homo sapiens GN=DDX10 PE=1 SV=2,DDX10
Q96I76,G patch domain-containing protein 3 OS=Homo sapiens GN=GPATCH3 PE=2 SV=1,GPATCH3
Q9NUQ8,ATP-binding cassette sub-family F member 3 OS=Homo sapiens GN=ABCF3 PE=1 SV=2,ABCF3
H0Y8X1,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (Fragment) OS=Homo sapiens GN=SDHA PE=1 SV=1",SDHA
P07451,Carbonic anhydrase 3 OS=Homo sapiens GN=CA3 PE=1 SV=3,CA3
P11168,"Solute carrier family 2, facilitated glucose transporter member 2 OS=Homo sapiens GN=SLC2A2 PE=1 SV=1",SLC2A2
Q8TAQ2,SWI/SNF complex subunit SMARCC2 OS=Homo sapiens GN=SMARCC2 PE=1 SV=1,SMARCC2
P82933,"28S ribosomal protein S9, mitochondrial OS=Homo sapiens GN=MRPS9 PE=1 SV=2",MRPS9
Q9NZ45,CDGSH iron-sulfur domain-containing protein 1 OS=Homo sapiens GN=CISD1 PE=1 SV=1,CISD1
Q15349,Ribosomal protein S6 kinase alpha-2 OS=Homo sapiens GN=RPS6KA2 PE=1 SV=2,RPS6KA2
Q16555,Dihydropyrimidinase-related protein 2 OS=Homo sapiens GN=DPYSL2 PE=1 SV=1,DPYSL2
P37802,Transgelin-2 OS=Homo sapiens GN=TAGLN2 PE=1 SV=3,TAGLN2
E9PSF4,40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=1,RPS3
Q6PIK3,"HCG1995540, isoform CRA_b OS=Homo sapiens GN=RAB4B PE=1 SV=1",RAB4B
O43272,"Proline dehydrogenase 1, mitochondrial OS=Homo sapiens GN=PRODH PE=1 SV=3",PRODH
P15090,"Fatty acid-binding protein, adipocyte OS=Homo sapiens GN=FABP4 PE=1 SV=3",FABP4
H0YAS8,Clusterin (Fragment) OS=Homo sapiens GN=CLU PE=1 SV=1,CLU
Q8N335,Glycerol-3-phosphate dehydrogenase 1-like protein OS=Homo sapiens GN=GPD1L PE=1 SV=1,GPD1L
A0A087X2I1,26S protease regulatory subunit 10B OS=Homo sapiens GN=PSMC6 PE=1 SV=1,PSMC6
E9PJ95,COMM domain-containing protein 9 OS=Homo sapiens GN=COMMD9 PE=1 SV=1,COMMD9
O14980,Exportin-1 OS=Homo sapiens GN=XPO1 PE=1 SV=1,XPO1
Q8N6S5,ADP-ribosylation factor-like protein 6-interacting protein 6 OS=Homo sapiens GN=ARL6IP6 PE=1 SV=1,ARL6IP6
Q9BVC6,Transmembrane protein 109 OS=Homo sapiens GN=TMEM109 PE=1 SV=1,TMEM109
H0Y8X4,2'-deoxynucleoside 5'-phosphate N-hydrolase 1 (Fragment) OS=Homo sapiens GN=DNPH1 PE=1 SV=1,DNPH1
H3BMJ9,"4-aminobutyrate aminotransferase, mitochondrial (Fragment) OS=Homo sapiens GN=ABAT PE=1 SV=1",ABAT
P00746,Complement factor D OS=Homo sapiens GN=CFD PE=1 SV=5,CFD
P61513,60S ribosomal protein L37a OS=Homo sapiens GN=RPL37A PE=1 SV=2,RPL37A
Q00839,Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6,HNRNPU
Q6UWY5,Olfactomedin-like protein 1 OS=Homo sapiens GN=OLFML1 PE=1 SV=2,OLFML1
P62487,DNA-directed RNA polymerase II subunit RPB7 OS=Homo sapiens GN=POLR2G PE=1 SV=1,POLR2G
A0A087WXM2,Glutathione S-transferase OS=Homo sapiens GN=GSTA3 PE=1 SV=1,GSTA3
C9JDL2,Tubulin alpha-4A chain (Fragment) OS=Homo sapiens GN=TUBA4A PE=1 SV=6,TUBA4A
Q9Y4W6,AFG3-like protein 2 OS=Homo sapiens GN=AFG3L2 PE=1 SV=2,AFG3L2
M0R076,Uncharacterized protein (Fragment) OS=Homo sapiens PE=1 SV=1,1
Q86VU5,Catechol O-methyltransferase domain-containing protein 1 OS=Homo sapiens GN=COMTD1 PE=1 SV=1,COMTD1
Q9NY12,H/ACA ribonucleoprotein complex subunit 1 OS=Homo sapiens GN=GAR1 PE=1 SV=1,GAR1
P08574,"Cytochrome c1, heme protein, mitochondrial OS=Homo sapiens GN=CYC1 PE=1 SV=3",CYC1
Q9UL25,Ras-related protein Rab-21 OS=Homo sapiens GN=RAB21 PE=1 SV=3,RAB21
A0A087WV90,Dystrophin OS=Homo sapiens GN=DMD PE=1 SV=1,DMD
P38646,"Stress-70 protein, mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2",HSPA9
Q5VW32,BRO1 domain-containing protein BROX OS=Homo sapiens GN=BROX PE=1 SV=1,BROX
O43895,Xaa-Pro aminopeptidase 2 OS=Homo sapiens GN=XPNPEP2 PE=2 SV=3,XPNPEP2
H0Y7M0,Suppressor of tumorigenicity 7 protein-like (Fragment) OS=Homo sapiens GN=ST7L PE=4 SV=1,ST7L
P82663,"28S ribosomal protein S25, mitochondrial OS=Homo sapiens GN=MRPS25 PE=1 SV=1",MRPS25
B2R5W2,Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens GN=HNRNPC PE=1 SV=1,HNRNPC
K7EJY8,Galectin-3-binding protein (Fragment) OS=Homo sapiens GN=LGALS3BP PE=1 SV=1,LGALS3BP
P30038,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Homo sapiens GN=ALDH4A1 PE=1 SV=3",ALDH4A1
Q92917,G patch domain and KOW motifs-containing protein OS=Homo sapiens GN=GPKOW PE=1 SV=2,GPKOW
V9GYC9,"28S ribosomal protein S29, mitochondrial (Fragment) OS=Homo sapiens GN=DAP3 PE=1 SV=1",DAP3
P20700,Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=1 SV=2,LMNB1
Q01484,Ankyrin-2 OS=Homo sapiens GN=ANK2 PE=1 SV=4,ANK2
Q86SS6,Synaptotagmin-9 OS=Homo sapiens GN=SYT9 PE=2 SV=1,SYT9
Q6UXK2,Immunoglobulin superfamily containing leucine-rich repeat protein 2 OS=Homo sapiens GN=ISLR2 PE=2 SV=1,ISLR2
H7C2W9,60S ribosomal protein L31 (Fragment) OS=Homo sapiens GN=RPL31 PE=1 SV=1,RPL31
H0Y6T8,Ras-related protein Rab-18 (Fragment) OS=Homo sapiens GN=RAB18 PE=1 SV=1,RAB18
F8W7C6,60S ribosomal protein L10 OS=Homo sapiens GN=RPL10 PE=1 SV=2,RPL10
H7C213,"Translation initiation factor IF-2, mitochondrial (Fragment) OS=Homo sapiens GN=MTIF2 PE=1 SV=2",MTIF2
Q8N130,Sodium-dependent phosphate transport protein 2C OS=Homo sapiens GN=SLC34A3 PE=1 SV=2,SLC34A3
S4R435,Protein RPS10-NUDT3 (Fragment) OS=Homo sapiens GN=RPS10-NUDT3 PE=3 SV=1,RPS10-NUDT3
Q12882,Dihydropyrimidine dehydrogenase [NADP(+)] OS=Homo sapiens GN=DPYD PE=1 SV=2,DPYD
Q07666,"KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens GN=KHDRBS1 PE=1 SV=1",KHDRBS1
P54652,Heat shock-related 70 kDa protein 2 OS=Homo sapiens GN=HSPA2 PE=1 SV=1,HSPA2
O75165,DnaJ homolog subfamily C member 13 OS=Homo sapiens GN=DNAJC13 PE=1 SV=5,DNAJC13
Q9H9B4,Sideroflexin-1 OS=Homo sapiens GN=SFXN1 PE=1 SV=4,SFXN1
Q8NCN5,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Homo sapiens GN=PDPR PE=1 SV=2",PDPR
P40222,Alpha-taxilin OS=Homo sapiens GN=TXLNA PE=1 SV=3,TXLNA
Q93099,"Homogentisate 1,2-dioxygenase OS=Homo sapiens GN=HGD PE=1 SV=2",HGD
Q9Y2Q3,Glutathione S-transferase kappa 1 OS=Homo sapiens GN=GSTK1 PE=1 SV=3,GSTK1
Q8NFV4,Alpha/beta hydrolase domain-containing protein 11 OS=Homo sapiens GN=ABHD11 PE=1 SV=1,ABHD11
O75629,Protein CREG1 OS=Homo sapiens GN=CREG1 PE=1 SV=1,CREG1
E9PKC0,Pleckstrin homology domain-containing family A member 7 OS=Homo sapiens GN=PLEKHA7 PE=1 SV=1,PLEKHA7
O75936,Gamma-butyrobetaine dioxygenase OS=Homo sapiens GN=BBOX1 PE=1 SV=1,BBOX1
O75380,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial OS=Homo sapiens GN=NDUFS6 PE=1 SV=1",NDUFS6
J3KTE4,Ribosomal protein L19 OS=Homo sapiens GN=RPL19 PE=1 SV=1,RPL19
P13716,Delta-aminolevulinic acid dehydratase OS=Homo sapiens GN=ALAD PE=1 SV=1,ALAD
P10909,Clusterin OS=Homo sapiens GN=CLU PE=1 SV=1,CLU
E9PDF6,Unconventional myosin-Ib OS=Homo sapiens GN=MYO1B PE=1 SV=1,MYO1B
H0Y8P3,LIM and calponin homology domains-containing protein 1 (Fragment) OS=Homo sapiens GN=LIMCH1 PE=1 SV=1,LIMCH1
P02788,Lactotransferrin OS=Homo sapiens GN=LTF PE=1 SV=6,LTF
P43155,Carnitine O-acetyltransferase OS=Homo sapiens GN=CRAT PE=1 SV=5,CRAT
Q13554,Calcium/calmodulin-dependent protein kinase type II subunit beta OS=Homo sapiens GN=CAMK2B PE=1 SV=3,CAMK2B
H0YCW8,Alpha-crystallin B chain (Fragment) OS=Homo sapiens GN=CRYAB PE=1 SV=1,CRYAB
Q9BWV2,Spermatogenesis-associated protein 9 OS=Homo sapiens GN=SPATA9 PE=2 SV=2,SPATA9
P50053,Ketohexokinase OS=Homo sapiens GN=KHK PE=1 SV=2,KHK
Q9NY93,Probable ATP-dependent RNA helicase DDX56 OS=Homo sapiens GN=DDX56 PE=1 SV=1,DDX56
P36542,"ATP synthase subunit gamma, mitochondrial OS=Homo sapiens GN=ATP5C1 PE=1 SV=1",ATP5C1
P34896,"Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens GN=SHMT1 PE=1 SV=1",SHMT1
P61353,60S ribosomal protein L27 OS=Homo sapiens GN=RPL27 PE=1 SV=2,RPL27
Q01740,Dimethylaniline monooxygenase [N-oxide-forming] 1 OS=Homo sapiens GN=FMO1 PE=2 SV=3,FMO1
Q9UMY1,Nucleolar protein 7 OS=Homo sapiens GN=NOL7 PE=1 SV=2,NOL7
P07305,Histone H1.0 OS=Homo sapiens GN=H1F0 PE=1 SV=3,H1F0
Q9BQ13,BTB/POZ domain-containing protein KCTD14 OS=Homo sapiens GN=KCTD14 PE=1 SV=2,KCTD14
Q9Y3T9,Nucleolar complex protein 2 homolog OS=Homo sapiens GN=NOC2L PE=1 SV=4,NOC2L
E9PMS6,LIM domain only protein 7 OS=Homo sapiens GN=LMO7 PE=1 SV=1,LMO7
I3L0E3,"HCG1984214, isoform CRA_a OS=Homo sapiens GN=hCG_1984214 PE=3 SV=1",hCG_1984214
P13646,"Keratin, type I cytoskeletal 13 OS=Homo sapiens GN=KRT13 PE=1 SV=4",KRT13
P02774,Vitamin D-binding protein OS=Homo sapiens GN=GC PE=1 SV=1,GC
Q9Y3B4,Splicing factor 3B subunit 6 OS=Homo sapiens GN=SF3B6 PE=1 SV=1,SF3B6
M0R0F0,40S ribosomal protein S5 (Fragment) OS=Homo sapiens GN=RPS5 PE=1 SV=1,RPS5
Q15233,Non-POU domain-containing octamer-binding protein OS=Homo sapiens GN=NONO PE=1 SV=4,NONO
P37108,Signal recognition particle 14 kDa protein OS=Homo sapiens GN=SRP14 PE=1 SV=2,SRP14
O15235,"28S ribosomal protein S12, mitochondrial OS=Homo sapiens GN=MRPS12 PE=1 SV=1",MRPS12
I3L397,Eukaryotic translation initiation factor 5A (Fragment) OS=Homo sapiens GN=EIF5A PE=1 SV=6,EIF5A
Q15056,Eukaryotic translation initiation factor 4H OS=Homo sapiens GN=EIF4H PE=1 SV=5,EIF4H
Q5VXI4,Rho guanine nucleotide exchange factor 10-like protein OS=Homo sapiens GN=ARHGEF10L PE=1 SV=2,ARHGEF10L
H0Y9K7,"Splicing factor, proline- and glutamine-rich (Fragment) OS=Homo sapiens GN=SFPQ PE=1 SV=1",SFPQ
Q08379,Golgin subfamily A member 2 OS=Homo sapiens GN=GOLGA2 PE=1 SV=3,GOLGA2
P15880,40S ribosomal protein S2 OS=Homo sapiens GN=RPS2 PE=1 SV=2,RPS2
O43252,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 OS=Homo sapiens GN=PAPSS1 PE=1 SV=2,PAPSS1
Q9BZF1,Oxysterol-binding protein-related protein 8 OS=Homo sapiens GN=OSBPL8 PE=1 SV=3,OSBPL8
H0YD21,ATP synthase mitochondrial F1 complex assembly factor 1 (Fragment) OS=Homo sapiens GN=ATPAF1 PE=1 SV=1,ATPAF1
P41208,Centrin-2 OS=Homo sapiens GN=CETN2 PE=1 SV=1,CETN2
H0Y6E7,"RNA-binding motif protein, X chromosome (Fragment) OS=Homo sapiens GN=RBMX PE=1 SV=2",RBMX
H0YIV0,Endoplasmin (Fragment) OS=Homo sapiens GN=HSP90B1 PE=1 SV=1,HSP90B1
Q68E01,Integrator complex subunit 3 OS=Homo sapiens GN=INTS3 PE=1 SV=1,INTS3
Q8NAX2,Keratinocyte differentiation factor 1 OS=Homo sapiens GN=KDF1 PE=2 SV=2,KDF1
Q8IX12,Cell division cycle and apoptosis regulator protein 1 OS=Homo sapiens GN=CCAR1 PE=1 SV=2,CCAR1
Q9BX68,"Histidine triad nucleotide-binding protein 2, mitochondrial OS=Homo sapiens GN=HINT2 PE=1 SV=1",HINT2
G3V1C2,"Keratin, type I cytoskeletal 40 OS=Homo sapiens GN=KRT40 PE=1 SV=1",KRT40
Q7Z304,MAM domain-containing protein 2 OS=Homo sapiens GN=MAMDC2 PE=2 SV=3,MAMDC2
C9JF17,Apolipoprotein D (Fragment) OS=Homo sapiens GN=APOD PE=1 SV=1,APOD
P67936,Tropomyosin alpha-4 chain OS=Homo sapiens GN=TPM4 PE=1 SV=3,TPM4
H0Y4D4,"3-ketoacyl-CoA thiolase, peroxisomal (Fragment) OS=Homo sapiens GN=ACAA1 PE=1 SV=1",ACAA1
O75475,PC4 and SFRS1-interacting protein OS=Homo sapiens GN=PSIP1 PE=1 SV=1,PSIP1
Q0VF96,Cingulin-like protein 1 OS=Homo sapiens GN=CGNL1 PE=1 SV=2,CGNL1
A0A0A0MQV9,Histone-lysine N-methyltransferase OS=Homo sapiens GN=SETD1B PE=1 SV=1,SETD1B
Q14410,Glycerol kinase 2 OS=Homo sapiens GN=GK2 PE=2 SV=2,GK2
Q8WXI4,Acyl-coenzyme A thioesterase 11 OS=Homo sapiens GN=ACOT11 PE=1 SV=1,ACOT11
P14550,Alcohol dehydrogenase [NADP(+)] OS=Homo sapiens GN=AKR1A1 PE=1 SV=3,AKR1A1
Q96EY1,"DnaJ homolog subfamily A member 3, mitochondrial OS=Homo sapiens GN=DNAJA3 PE=1 SV=2",DNAJA3
Q9Y5J1,U3 small nucleolar RNA-associated protein 18 homolog OS=Homo sapiens GN=UTP18 PE=1 SV=3,UTP18
Q96A08,Histone H2B type 1-A OS=Homo sapiens GN=HIST1H2BA PE=1 SV=3,HIST1H2BA
P49790,Nuclear pore complex protein Nup153 OS=Homo sapiens GN=NUP153 PE=1 SV=2,NUP153
Q13123,Protein Red OS=Homo sapiens GN=IK PE=1 SV=3,IK
E5RH45,Myelin P2 protein OS=Homo sapiens GN=PMP2 PE=4 SV=1,PMP2
A0A087WXV4,Hepatocyte nuclear factor 4-alpha OS=Homo sapiens GN=HNF4A PE=1 SV=1,HNF4A
Q9Y2L1,Exosome complex exonuclease RRP44 OS=Homo sapiens GN=DIS3 PE=1 SV=2,DIS3
Q9BSE5,"Agmatinase, mitochondrial OS=Homo sapiens GN=AGMAT PE=1 SV=2",AGMAT
Q9HD20,Manganese-transporting ATPase 13A1 OS=Homo sapiens GN=ATP13A1 PE=1 SV=2,ATP13A1
O60264,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens GN=SMARCA5 PE=1 SV=1,SMARCA5
P0DJI8,Serum amyloid A-1 protein OS=Homo sapiens GN=SAA1 PE=1 SV=1,SAA1
Q8TEK3,"Histone-lysine N-methyltransferase, H3 lysine-79 specific OS=Homo sapiens GN=DOT1L PE=1 SV=2",DOT1L
P16401,Histone H1.5 OS=Homo sapiens GN=HIST1H1B PE=1 SV=3,HIST1H1B
Q8IYL2,Probable tRNA (uracil-O(2)-)-methyltransferase OS=Homo sapiens GN=TRMT44 PE=2 SV=2,TRMT44
P14625,Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1,HSP90B1
P02545,Prelamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1,LMNA
A0A087X256,WASH complex subunit 7 OS=Homo sapiens GN=KIAA1033 PE=1 SV=1,KIAA1033
O15229,Kynurenine 3-monooxygenase OS=Homo sapiens GN=KMO PE=1 SV=2,KMO
Q6PIF6,Unconventional myosin-VIIb OS=Homo sapiens GN=MYO7B PE=1 SV=2,MYO7B
A0A0A0MRM8,Unconventional myosin-VI OS=Homo sapiens GN=MYO6 PE=1 SV=1,MYO6
O95363,"Phenylalanine--tRNA ligase, mitochondrial OS=Homo sapiens GN=FARS2 PE=1 SV=1",FARS2
D6RFZ9,Guanine nucleotide-binding protein subunit beta-2-like 1 (Fragment) OS=Homo sapiens GN=GNB2L1 PE=1 SV=6,GNB2L1
A0A087WSZ2,Alpha-actinin-3 OS=Homo sapiens GN=ACTN3 PE=1 SV=1,ACTN3
Q5VT66,Mitochondrial amidoxime-reducing component 1 OS=Homo sapiens GN=MARC1 PE=1 SV=1,36951
P11216,"Glycogen phosphorylase, brain form OS=Homo sapiens GN=PYGB PE=1 SV=5",PYGB
Q5U5J2,CSNK2A1 protein OS=Homo sapiens GN=CSNK2A1 PE=1 SV=1,CSNK2A1
P01860,Ig gamma-3 chain C region (Fragment) OS=Homo sapiens GN=IGHG3 PE=1 SV=1,IGHG3
Q9H1K4,Mitochondrial glutamate carrier 2 OS=Homo sapiens GN=SLC25A18 PE=1 SV=1,SLC25A18
Q03468,Protein ERCC6-PGBD3 OS=Homo sapiens GN=ERCC6-PGBD3 PE=4 SV=1,ERCC6-PGBD3
P21291,Cysteine and glycine-rich protein 1 OS=Homo sapiens GN=CSRP1 PE=1 SV=3,CSRP1
Q9Y4C4,Malignant fibrous histiocytoma-amplified sequence 1 OS=Homo sapiens GN=MFHAS1 PE=1 SV=2,MFHAS1
O95259,Potassium voltage-gated channel subfamily H member 1 OS=Homo sapiens GN=KCNH1 PE=1 SV=1,KCNH1
Q96QC0,Serine/threonine-protein phosphatase 1 regulatory subunit 10 OS=Homo sapiens GN=PPP1R10 PE=1 SV=1,PPP1R10
Q9BSH4,Translational activator of cytochrome c oxidase 1 OS=Homo sapiens GN=TACO1 PE=1 SV=1,TACO1
O76013,"Keratin, type I cuticular Ha6 OS=Homo sapiens GN=KRT36 PE=2 SV=1",KRT36
P63261,"Actin, cytoplasmic 2 OS=Homo sapiens GN=ACTG1 PE=1 SV=1",ACTG1
Q92552,"28S ribosomal protein S27, mitochondrial OS=Homo sapiens GN=MRPS27 PE=1 SV=3",MRPS27
P25311,Zinc-alpha-2-glycoprotein OS=Homo sapiens GN=AZGP1 PE=1 SV=2,AZGP1
H7C4C8,T-complex protein 1 subunit theta (Fragment) OS=Homo sapiens GN=CCT8 PE=1 SV=1,CCT8
Q5VTU8,"ATP synthase subunit epsilon-like protein, mitochondrial OS=Homo sapiens GN=ATP5EP2 PE=3 SV=1",ATP5EP2
O94875,Sorbin and SH3 domain-containing protein 2 OS=Homo sapiens GN=SORBS2 PE=1 SV=3,SORBS2
P21266,Glutathione S-transferase Mu 3 OS=Homo sapiens GN=GSTM3 PE=1 SV=3,GSTM3
A0A0A6YYL6,Protein RPL17-C18orf32 OS=Homo sapiens GN=RPL17-C18orf32 PE=3 SV=1,RPL17-C18orf32
P49796,Regulator of G-protein signaling 3 OS=Homo sapiens GN=RGS3 PE=1 SV=2,RGS3
Q92506,Estradiol 17-beta-dehydrogenase 8 OS=Homo sapiens GN=HSD17B8 PE=1 SV=2,HSD17B8
P84090,Enhancer of rudimentary homolog OS=Homo sapiens GN=ERH PE=1 SV=1,ERH
Q02539,Histone H1.1 OS=Homo sapiens GN=HIST1H1A PE=1 SV=3,HIST1H1A
Q9BXB1,Leucine-rich repeat-containing G-protein coupled receptor 4 OS=Homo sapiens GN=LGR4 PE=1 SV=2,LGR4
E9PFF2,Transketolase OS=Homo sapiens GN=TKT PE=1 SV=1,TKT
H0Y5A2,Dual-specificity protein phosphatase 15 (Fragment) OS=Homo sapiens GN=DUSP15 PE=4 SV=1,DUSP15
Q8N5M1,ATP synthase mitochondrial F1 complex assembly factor 2 OS=Homo sapiens GN=ATPAF2 PE=1 SV=1,ATPAF2
Q13011,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Homo sapiens GN=ECH1 PE=1 SV=2",ECH1
Q13496,Myotubularin OS=Homo sapiens GN=MTM1 PE=1 SV=2,MTM1
Q9NZM1,Myoferlin OS=Homo sapiens GN=MYOF PE=1 SV=1,MYOF
P26038,Moesin OS=Homo sapiens GN=MSN PE=1 SV=3,MSN
H7BXS4,Calcium/calmodulin-dependent protein kinase type II subunit beta OS=Homo sapiens GN=CAMK2B PE=1 SV=1,CAMK2B
Q9NQT8,Kinesin-like protein KIF13B OS=Homo sapiens GN=KIF13B PE=1 SV=2,KIF13B
M0R104,Hypoxia-inducible factor 3-alpha OS=Homo sapiens GN=HIF3A PE=4 SV=1,HIF3A
