Gene_Symbol,Protein_Name,Matrisome_Category,Matrisome_Division,N_Tissues,N_Measurements,Direction_Consistency,Predominant_Direction,N_Upregulated,N_Downregulated,Mean_Zscore_Delta,Abs_Mean_Zscore_Delta,Median_Zscore_Delta,Std_Zscore_Delta,N_Strong_Effects,Strong_Effect_Rate,T_Statistic,P_Value,Universality_Score,Cluster,Stage_Name
TOR1AIP1,Torsin-1A-interacting protein 1 (Fragment) OS=Homo sapiens GN=TOR1AIP1 PE=1 SV=1,Unknown,Unknown,2,4,0.5,DOWN,2,2,0.0184594114781249,0.2155993253607683,-0.0826994292018144,0.3038217553840913,0,0.0,0.1215147444249907,0.9109656933732118,0.2246609115084933,0,CLUSTER 0: Gradual/Variable Changes
CRAT,Carnitine O-acetyltransferase (Fragment) OS=Homo sapiens GN=CRAT PE=1 SV=1,Unknown,Unknown,2,4,1.0,DOWN,0,4,-0.2174764758543027,0.2174764758543027,-0.1991162170691407,0.065132751158545,0,0.0,-6.6779453342888955,0.0068477631985617,0.5556722125927768,2,PHASE 2: Consistent Shifters (40-60 years)
RAD23B,UV excision repair protein RAD23 homolog B (Fragment) OS=Homo sapiens GN=RAD23B PE=1 SV=1,Unknown,Unknown,2,4,0.75,UP,3,1,0.2374915999449636,0.3310624103398343,0.2120132256703789,0.3945442695585135,1,0.25,1.2038780855223754,0.3149633423839424,0.4304076902042537,1,PHASE 1: Early Dramatic Changes (20-40 years)
DUSP15,Dual-specificity protein phosphatase 15 (Fragment) OS=Homo sapiens GN=DUSP15 PE=4 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0946714459913214,0.1109749902604393,0.0946714459913214,0.1569423363105354,0,0.0,,,0.1963916166731027,0,CLUSTER 0: Gradual/Variable Changes
CSNK1E,Casein kinase I isoform epsilon (Fragment) OS=Homo sapiens GN=CSNK1E PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.3094329077489577,0.3094329077489577,0.3094329077489577,0.3666176014731328,1,0.5,,,0.3662374084219545,4,PHASE 1: Early Dramatic Changes (20-40 years)
RBMX,"RNA-binding motif protein, X chromosome (Fragment) OS=Homo sapiens GN=RBMX PE=1 SV=2",Unknown,Unknown,2,2,1.0,UP,2,0,0.2141412981735035,0.2141412981735035,0.2141412981735035,0.1687599439421637,0,0.0,,,0.3567082474644091,2,PHASE 2: Consistent Shifters (40-60 years)
HLA-DPA1,"HLA class II histocompatibility antigen, DP alpha 1 chain (Fragment) OS=Homo sapiens GN=HLA-DPA1 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0572333295590777,0.1422023951211328,-0.0572333295590777,0.2011045557822437,0,0.0,,,0.1995143571591721,0,CLUSTER 0: Gradual/Variable Changes
RAB18,Ras-related protein Rab-18 (Fragment) OS=Homo sapiens GN=RAB18 PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.1518276261372767,0.1518276261372767,0.1518276261372767,0.0824444831070533,0,0.0,,,0.3504768802607865,2,PHASE 2: Consistent Shifters (40-60 years)
ST7L,Suppressor of tumorigenicity 7 protein-like (Fragment) OS=Homo sapiens GN=ST7L PE=4 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.0091353675166144,0.0091353675166144,-0.0091353675166144,0.0035452736590541,0,0.0,,,0.3362076543987202,2,PHASE 2: Consistent Shifters (40-60 years)
PTPRF,Receptor-type tyrosine-protein phosphatase F (Fragment) OS=Homo sapiens GN=PTPRF PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.2905446951846184,0.4525473048842573,0.2905446951846184,0.6399985361827086,1,0.5,,,0.2305488481354845,1,PHASE 1: Early Dramatic Changes (20-40 years)
TKTL1,Transketolase-like protein 1 (Fragment) OS=Homo sapiens GN=TKTL1 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0477206949264992,0.065262021891832,0.0477206949264992,0.0922944364673186,0,0.0,,,0.191820319836242,0,CLUSTER 0: Gradual/Variable Changes
MLH1,DNA mismatch repair protein Mlh1 (Fragment) OS=Homo sapiens GN=MLH1 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.2649979144852701,0.2649979144852701,-0.2649979144852701,0.1995371934836119,0,0.0,,,0.3617939090955858,2,PHASE 2: Consistent Shifters (40-60 years)
SUCLG2,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial (Fragment) OS=Homo sapiens GN=SUCLG2 PE=1 SV=1",Unknown,Unknown,2,4,0.75,DOWN,1,3,-0.0761402803043076,0.3068259402776142,-0.2055574328619426,0.3666031346394261,0,0.0,-0.4153825928367779,0.7057834766318606,0.349820016348448,0,CLUSTER 0: Gradual/Variable Changes
AHCYL2,Adenosylhomocysteinase (Fragment) OS=Homo sapiens GN=AHCYL2 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0645966376715893,0.1612038162483485,-0.0645966376715893,0.2279766232447147,0,0.0,,,0.2014144992718936,0,CLUSTER 0: Gradual/Variable Changes
UGT1A7,UDP-glucuronosyltransferase 1-7 (Fragment) OS=Homo sapiens GN=UGT1A7 PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.0434779492929838,0.0434779492929838,0.0434779492929838,0.0464577038756193,0,0.0,,,0.3396419125763572,2,PHASE 2: Consistent Shifters (40-60 years)
QDPR,Dihydropteridine reductase (Fragment) OS=Homo sapiens GN=QDPR PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.014816903036679,0.1918108078710152,0.014816903036679,0.2712614459009297,0,0.0,,,0.2044751984341603,0,CLUSTER 0: Gradual/Variable Changes
LEMD2,LEM domain-containing protein 2 (Fragment) OS=Homo sapiens GN=LEMD2 PE=1 SV=1,Unknown,Unknown,2,4,1.0,UP,4,0,0.3945308277384756,0.3945308277384756,0.3035117867947294,0.4006950084331444,1,0.25,1.9692325556099497,0.1435541219950486,0.5460363760218967,4,PHASE 1: Early Dramatic Changes (20-40 years)
DDX41,Probable ATP-dependent RNA helicase DDX41 (Fragment) OS=Homo sapiens GN=DDX41 PE=1 SV=1,Unknown,Unknown,2,4,0.75,DOWN,1,3,-0.0999791705444544,0.2943513408285885,-0.0672047528841982,0.4288111465205539,1,0.25,-0.4663086365907339,0.6727669772393476,0.3551758562820481,0,CLUSTER 0: Gradual/Variable Changes
LIMCH1,LIM and calponin homology domains-containing protein 1 (Fragment) OS=Homo sapiens GN=LIMCH1 PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.2254529645423665,0.2254529645423665,0.2254529645423665,0.2389907865135624,0,0.0,,,0.3578394141012954,2,PHASE 2: Consistent Shifters (40-60 years)
UTP15,U3 small nucleolar RNA-associated protein 15 homolog (Fragment) OS=Homo sapiens GN=UTP15 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1293699641925013,0.4320750540579848,0.1293699641925013,0.6110464014118903,1,0.5,,,0.2285016230528573,1,PHASE 1: Early Dramatic Changes (20-40 years)
ZFR,Zinc finger RNA-binding protein (Fragment) OS=Homo sapiens GN=ZFR PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.2467996506475449,0.2772619439913326,0.2467996506475449,0.3921076015224721,1,0.5,,,0.2130203120461921,1,PHASE 1: Early Dramatic Changes (20-40 years)
DEK,Protein DEK (Fragment) OS=Homo sapiens GN=DEK PE=1 SV=1,Unknown,Unknown,2,4,0.5,DOWN,2,2,0.3418761336144841,0.4384920448687604,0.2738646352989052,0.5224207149041566,2,0.5,1.3088153814008112,0.2818289581122427,0.3727775305114863,1,PHASE 1: Early Dramatic Changes (20-40 years)
SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (Fragment) OS=Homo sapiens GN=SDHA PE=1 SV=1",Unknown,Unknown,2,4,0.75,UP,3,1,0.2560978964933898,0.3743741021421334,0.2066086917913719,0.447360270889863,1,0.25,1.1449291014777632,0.3353021331045225,0.4306711012403676,1,PHASE 1: Early Dramatic Changes (20-40 years)
DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1 (Fragment) OS=Homo sapiens GN=DNPH1 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0700778424434207,0.1559136173237864,-0.0700778424434207,0.2204951521779475,0,0.0,,,0.2008854793794375,0,CLUSTER 0: Gradual/Variable Changes
SFPQ,"Splicing factor, proline- and glutamine-rich (Fragment) OS=Homo sapiens GN=SFPQ PE=1 SV=1",Unknown,Unknown,2,4,0.75,UP,3,1,0.3743651984334506,0.5141431661290046,0.2539018966068361,0.6795401692870765,2,0.5,1.1018191870134977,0.3510047848963658,0.441507477280686,1,PHASE 1: Early Dramatic Changes (20-40 years)
CANX,Calnexin (Fragment) OS=Homo sapiens GN=CANX PE=1 SV=1,Unknown,Unknown,2,4,0.75,UP,3,1,0.0131558644386848,0.130823381238538,0.0863370600583968,0.1675367766591137,0,0.0,0.157050466184544,0.885179523530023,0.296340551064908,0,CLUSTER 0: Gradual/Variable Changes
SYNPO2,Synaptopodin-2 (Fragment) OS=Homo sapiens GN=SYNPO2 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0331348702490902,0.4460647031437544,0.0331348702490902,0.6308307528818261,0,0.0,,,0.2299005879614342,0,CLUSTER 0: Gradual/Variable Changes
SMUG1,Single-strand selective monofunctional uracil DNA glycosylase (Fragment) OS=Homo sapiens GN=SMUG1 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1844335352740995,0.2802780868933436,0.1844335352740995,0.3963730717205514,0,0.0,,,0.2133219263363932,0,CLUSTER 0: Gradual/Variable Changes
HNRNPD,Heterogeneous nuclear ribonucleoprotein D0 (Fragment) OS=Homo sapiens GN=HNRNPD PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.3280746479522059,0.3913469014805082,-0.3280746479522059,0.5534480956664223,1,0.5,,,0.2244288077951096,1,PHASE 1: Early Dramatic Changes (20-40 years)
CLU,Clusterin (Fragment) OS=Homo sapiens GN=CLU PE=1 SV=1,Unknown,Unknown,2,4,0.5,DOWN,2,2,-0.0244840207386794,0.1592027819596172,0.007202940993666,0.2116206734210826,0,0.0,-0.231395357956934,0.8318920578819708,0.2348359842666263,0,CLUSTER 0: Gradual/Variable Changes
C14orf159,"UPF0317 protein C14orf159, mitochondrial (Fragment) OS=Homo sapiens GN=C14orf159 PE=1 SV=1",Unknown,Unknown,2,2,1.0,UP,2,0,0.660813522727967,0.660813522727967,0.660813522727967,0.1259005125233634,2,1.0,,,0.4013754699198555,5,PHASE 1: Early Dramatic Changes (20-40 years)
ERICH1,Glutamate-rich protein 1 (Fragment) OS=Homo sapiens GN=ERICH1 PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.4684490338196635,0.4684490338196635,0.4684490338196635,0.0884226365233588,1,0.5,,,0.3821390210290251,4,PHASE 1: Early Dramatic Changes (20-40 years)
HSPA9,"Stress-70 protein, mitochondrial (Fragment) OS=Homo sapiens GN=HSPA9 PE=1 SV=1",Unknown,Unknown,2,4,0.5,DOWN,2,2,0.077799208923003,0.1705153953875469,0.0881641127276013,0.2026562190826786,0,0.0,0.7677949314870316,0.4985077263249056,0.3026441119208324,0,CLUSTER 0: Gradual/Variable Changes
MAK16,Protein MAK16 homolog (Fragment) OS=Homo sapiens GN=MAK16 PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.279563947302914,0.279563947302914,0.279563947302914,0.355914023559949,1,0.5,,,0.3632505123773502,4,PHASE 1: Early Dramatic Changes (20-40 years)
UBE2V2,Ubiquitin-conjugating enzyme E2 variant 2 (Fragment) OS=Homo sapiens GN=UBE2V2 PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.1440948566232167,0.1440948566232167,0.1440948566232167,0.0542266503093901,0,0.0,,,0.3497036033093804,2,PHASE 2: Consistent Shifters (40-60 years)
CD74,HLA class II histocompatibility antigen gamma chain (Fragment) OS=Homo sapiens GN=CD74 PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.042719681401832,0.042719681401832,0.042719681401832,0.018023347237923,0,0.0,,,0.339566085787242,2,PHASE 2: Consistent Shifters (40-60 years)
ATP6V1B2,"V-type proton ATPase subunit B, brain isoform (Fragment) OS=Homo sapiens GN=ATP6V1B2 PE=1 SV=1",Unknown,Unknown,2,4,0.5,DOWN,2,2,0.0320123702515125,0.2671780423964162,-0.0804318653981708,0.3904773496123154,1,0.25,0.1639653121150096,0.8801825888769118,0.2359754041113181,0,CLUSTER 0: Gradual/Variable Changes
CRYAB,Alpha-crystallin B chain (Fragment) OS=Homo sapiens GN=CRYAB PE=1 SV=1,Unknown,Unknown,2,4,0.75,UP,3,1,0.127121982496754,0.2745941051206811,0.1670662560863746,0.3195442494856308,0,0.0,0.7956455652159714,0.4843774216555022,0.3908780438280265,0,CLUSTER 0: Gradual/Variable Changes
MYOF,Myoferlin (Fragment) OS=Homo sapiens GN=MYOF PE=1 SV=1,Unknown,Unknown,2,4,0.5,DOWN,2,2,0.1085341954246641,0.1652199515298233,0.0730722670192698,0.2173992075311377,0,0.0,0.9984782985845893,0.3916319162887576,0.3234897295422896,0,CLUSTER 0: Gradual/Variable Changes
ATPAF1,ATP synthase mitochondrial F1 complex assembly factor 1 (Fragment) OS=Homo sapiens GN=ATPAF1 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0997676490539792,0.1496324314486344,0.0997676490539792,0.2116122139255212,0,0.0,,,0.2002573607919222,0,CLUSTER 0: Gradual/Variable Changes
PHF20L1,PHD finger protein 20-like protein 1 (Fragment) OS=Homo sapiens GN=PHF20L1 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.5516107524889814,0.5516107524889814,-0.5516107524889814,0.0756806331588802,1,0.5,,,0.3904551928959569,4,PHASE 1: Early Dramatic Changes (20-40 years)
SAAL1,Protein SAAL1 (Fragment) OS=Homo sapiens GN=SAAL1 PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.3286856756717377,0.3286856756717377,0.3286856756717377,0.2397449216859729,0,0.0,,,0.3681626852142325,2,PHASE 2: Consistent Shifters (40-60 years)
MRPL49,"39S ribosomal protein L49, mitochondrial (Fragment) OS=Homo sapiens GN=MRPL49 PE=1 SV=1",Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.047880134607763,0.047880134607763,-0.047880134607763,0.0051918093910698,0,0.0,,,0.3400821311078351,2,PHASE 2: Consistent Shifters (40-60 years)
RPS2,40S ribosomal protein S2 (Fragment) OS=Homo sapiens GN=RPS2 PE=1 SV=1,Unknown,Unknown,2,4,0.75,DOWN,1,3,-0.3596869968671985,0.3759643265378031,-0.3579153169122829,0.3521601582386983,2,0.5,-2.0427466790459494,0.1336929121112546,0.4711519678785881,1,PHASE 1: Early Dramatic Changes (20-40 years)
C11orf31,Selenoprotein H (Fragment) OS=Homo sapiens GN=C11orf31 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0414449174890033,0.1616930358435103,-0.0414449174890033,0.2286684842311712,0,0.0,,,0.2014634212314098,0,CLUSTER 0: Gradual/Variable Changes
ACAT1,"Acetyl-CoA acetyltransferase, mitochondrial (Fragment) OS=Homo sapiens GN=ACAT1 PE=1 SV=1",Unknown,Unknown,2,4,0.75,DOWN,1,3,-0.1986496229476932,0.2945707316498991,-0.2587173207399244,0.2792481478844395,0,0.0,-1.42274621660087,0.2499683014613032,0.439757530519788,0,CLUSTER 0: Gradual/Variable Changes
C8orf82,UPF0598 protein C8orf82 (Fragment) OS=Homo sapiens GN=C8orf82 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.0941206559843993,0.0941206559843993,-0.0941206559843993,0.0462759740827499,0,0.0,,,0.3447061832454987,2,PHASE 2: Consistent Shifters (40-60 years)
CRIP2,Cysteine-rich protein 2 (Fragment) OS=Homo sapiens GN=CRIP2 PE=1 SV=1,Unknown,Unknown,2,4,1.0,DOWN,0,4,-0.328691094128784,0.328691094128784,-0.3815315162250167,0.2368995683610721,1,0.25,-2.7749404222451535,0.0692822853647025,0.5543067699869967,2,PHASE 2: Consistent Shifters (40-60 years)
KRI1,Protein KRI1 homolog (Fragment) OS=Homo sapiens GN=KRI1 PE=1 SV=3,Unknown,Unknown,2,2,1.0,UP,2,0,0.0635065839096794,0.0635065839096794,0.0635065839096794,0.066558386849606,0,0.0,,,0.3416447760380267,2,PHASE 2: Consistent Shifters (40-60 years)
MLEC,Malectin (Fragment) OS=Homo sapiens GN=MLEC PE=1 SV=1,Unknown,Unknown,2,4,0.5,DOWN,2,2,-0.0103726566736637,0.1824765173540765,-0.0010690114114333,0.2327861432300674,0,0.0,-0.0891174752048037,0.9346046243730012,0.2166208445078662,0,CLUSTER 0: Gradual/Variable Changes
ESRRA,Steroid hormone receptor ERR1 (Fragment) OS=Homo sapiens GN=ESRRA PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0795973788004767,0.2428776509990599,0.0795973788004767,0.3434808680401898,0,0.0,,,0.2095818827469648,0,CLUSTER 0: Gradual/Variable Changes
HNRNPA1,Heterogeneous nuclear ribonucleoprotein A1 (Fragment) OS=Homo sapiens GN=HNRNPA1 PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.1318940157156205,0.1318940157156205,0.1318940157156205,0.0018437041562949,0,0.0,,,0.3484835192186208,2,PHASE 2: Consistent Shifters (40-60 years)
NAP1L1,Nucleosome assembly protein 1-like 1 (Fragment) OS=Homo sapiens GN=NAP1L1 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.2141048493762089,0.4242324533856597,0.2141048493762089,0.5999552891768118,1,0.5,,,0.2277173629856248,1,PHASE 1: Early Dramatic Changes (20-40 years)
CPM,Carboxypeptidase M (Fragment) OS=Homo sapiens GN=CPM PE=1 SV=1,Unknown,Unknown,2,4,0.75,UP,3,1,0.2304535210395771,0.3250293432215773,0.2021222987018477,0.3713549726500741,1,0.25,1.2411495092956912,0.3027560387376753,0.4322458442216814,0,CLUSTER 0: Gradual/Variable Changes
RAPGEF3,Rap guanine nucleotide exchange factor 3 (Fragment) OS=Homo sapiens GN=RAPGEF3 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.2460687016842953,0.2760789472585758,-0.2460687016842953,0.3904345914987642,1,0.5,,,0.2129020123729164,1,PHASE 1: Early Dramatic Changes (20-40 years)
MYL6,Myosin light polypeptide 6 (Fragment) OS=Homo sapiens GN=MYL6 PE=1 SV=1,Unknown,Unknown,2,4,0.75,DOWN,1,3,-0.1233604552116231,0.1674220001048115,-0.0196872814753834,0.2838340724888309,1,0.25,-0.8692434571362289,0.4486731165663987,0.3873016943442602,0,CLUSTER 0: Gradual/Variable Changes
KRT5,"Keratin, type II cytoskeletal 5 (Fragment) OS=Homo sapiens GN=KRT5 PE=1 SV=1",Unknown,Unknown,2,6,0.6666666666666666,UP,4,2,-0.0246562257278994,0.1849175973494684,0.0180789939775303,0.2686599685626536,0,0.0,-0.2248015301250649,0.8310320075370463,0.2875794758745963,0,CLUSTER 0: Gradual/Variable Changes
SRSF9,Serine/arginine-rich-splicing factor 9 (Fragment) OS=Homo sapiens GN=SRSF9 PE=1 SV=6,Unknown,Unknown,2,2,1.0,UP,2,0,0.1618186570353392,0.1618186570353392,0.1618186570353392,0.1627291843862675,0,0.0,,,0.3514759833505927,2,PHASE 2: Consistent Shifters (40-60 years)
HSP90B1,Endoplasmin (Fragment) OS=Homo sapiens GN=HSP90B1 PE=1 SV=1,Unknown,Unknown,2,4,0.5,DOWN,2,2,-0.0633854527955744,0.128414492472135,-0.0059153361111223,0.201126869103688,0,0.0,-0.6303031820467208,0.5732361861970066,0.283488329654871,0,CLUSTER 0: Gradual/Variable Changes
FERMT2,Fermitin family homolog 2 (Fragment) OS=Homo sapiens GN=FERMT2 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.226474803658341,0.226474803658341,-0.226474803658341,0.2264623310294919,0,0.0,,,0.3579415980128929,2,PHASE 2: Consistent Shifters (40-60 years)
SLIRP,"SRA stem-loop-interacting RNA-binding protein, mitochondrial (Fragment) OS=Homo sapiens GN=SLIRP PE=1 SV=1",Unknown,Unknown,2,4,0.5,DOWN,2,2,0.1164792521594973,0.2147640449692107,-0.0175941625387145,0.341642713852644,1,0.25,0.6818775723092796,0.5442421364419595,0.297922094855588,0,CLUSTER 0: Gradual/Variable Changes
LRMP,Lymphoid-restricted membrane protein (Fragment) OS=Homo sapiens GN=LRMP PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.1856991322338385,0.1856991322338385,-0.1856991322338385,0.1464243062400562,0,0.0,,,0.3538640308704426,2,PHASE 2: Consistent Shifters (40-60 years)
DHRS7,Dehydrogenase/reductase SDR family member 7 (Fragment) OS=Homo sapiens GN=DHRS7 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.4508683348912773,0.592085258565542,-0.4508683348912773,0.8373350027445703,1,0.5,,,0.244502643503613,1,PHASE 1: Early Dramatic Changes (20-40 years)
SLC35F4,Solute carrier family 35 member F4 (Fragment) OS=Homo sapiens GN=SLC35F4 PE=4 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.1356186420718097,0.1356186420718097,0.1356186420718097,0.0261217992431017,0,0.0,,,0.3488559818542397,2,PHASE 2: Consistent Shifters (40-60 years)
RPL28,60S ribosomal protein L28 OS=Homo sapiens GN=RPL28 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.0794489999074298,0.0794489999074298,-0.0794489999074298,0.036811180038143,0,0.0,,,0.3432390176378018,2,PHASE 2: Consistent Shifters (40-60 years)
TPM1,Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.1148126521212696,0.1148126521212696,-0.1148126521212696,0.0510169098563369,0,0.0,,,0.3467753828591857,2,PHASE 2: Consistent Shifters (40-60 years)
ETFA,"Electron transfer flavoprotein subunit alpha, mitochondrial (Fragment) OS=Homo sapiens GN=ETFA PE=1 SV=6",Unknown,Unknown,2,4,0.75,UP,3,1,0.0549135148413346,0.225508558146047,0.0540086334502416,0.3241624372015877,0,0.0,0.3388024554318456,0.7570864373547456,0.3314276859907143,0,CLUSTER 0: Gradual/Variable Changes
B2M,Beta-2-microglobulin OS=Homo sapiens GN=B2M PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.5330282576523999,0.7504839014527027,0.5330282576523999,1.0613445117770854,1,0.5,,,0.2603425077923291,1,PHASE 1: Early Dramatic Changes (20-40 years)
RCN2,Reticulocalbin-2 (Fragment) OS=Homo sapiens GN=RCN2 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.062973056366985,0.1625727945066326,-0.062973056366985,0.229912650864174,0,0.0,,,0.2015513970977221,0,CLUSTER 0: Gradual/Variable Changes
MAN2A2,Alpha-mannosidase 2x (Fragment) OS=Homo sapiens GN=MAN2A2 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0558666596574696,0.1281007931709759,-0.0558666596574696,0.1811618790531448,0,0.0,,,0.1981041969641564,0,CLUSTER 0: Gradual/Variable Changes
RPS27L,40S ribosomal protein S27 OS=Homo sapiens GN=RPS27L PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.4526552342308603,0.4526552342308603,-0.4526552342308603,0.0516086310106208,0,0.0,,,0.3805596410701448,2,PHASE 2: Consistent Shifters (40-60 years)
TM2D3,TM2 domain-containing protein 3 (Fragment) OS=Homo sapiens GN=TM2D3 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1112039202400409,0.134564689179473,0.1112039202400409,0.1903032084541308,0,0.0,,,0.1987505865650061,0,CLUSTER 0: Gradual/Variable Changes
UACA,Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Homo sapiens GN=UACA PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.176472650236327,0.2037266640318642,-0.176472650236327,0.2881130112908893,0,0.0,,,0.2056667840502452,0,CLUSTER 0: Gradual/Variable Changes
KIAA1024,UPF0258 protein KIAA1024 OS=Homo sapiens GN=KIAA1024 PE=4 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.3170288668616914,0.3170288668616914,0.3170288668616914,0.1302183452855627,0,0.0,,,0.3669970043332279,2,PHASE 2: Consistent Shifters (40-60 years)
SWI5,DNA repair protein SWI5 homolog (Fragment) OS=Homo sapiens GN=SWI5 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.2577328314196591,0.2577328314196591,-0.2577328314196591,0.1853119494483894,0,0.0,,,0.3610674007890247,2,PHASE 2: Consistent Shifters (40-60 years)
ABAT,"4-aminobutyrate aminotransferase, mitochondrial (Fragment) OS=Homo sapiens GN=ABAT PE=1 SV=1",Unknown,Unknown,2,4,0.75,UP,3,1,0.2372125644695275,0.274245276468469,0.1106255823837066,0.3887944673344297,1,0.25,1.220246605338055,0.3095412560278926,0.4258103940883271,0,CLUSTER 0: Gradual/Variable Changes
NUBP2,Cytosolic Fe-S cluster assembly factor NUBP2 (Fragment) OS=Homo sapiens GN=NUBP2 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0866389304926779,0.2454114523903909,0.0866389304926779,0.3470642043321699,0,0.0,,,0.2098352628860979,0,CLUSTER 0: Gradual/Variable Changes
NUDT21,Cleavage and polyadenylation-specificity factor subunit 5 (Fragment) OS=Homo sapiens GN=NUDT21 PE=1 SV=6,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.0693347865290992,0.0693347865290992,-0.0693347865290992,0.0150560411753395,0,0.0,,,0.3422275962999687,2,PHASE 2: Consistent Shifters (40-60 years)
PCBP2,Poly(rC)-binding protein 2 (Fragment) OS=Homo sapiens GN=PCBP2 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0599298737208799,0.1488748237496792,0.0599298737208799,0.2105407948427005,0,0.0,,,0.2001816000220267,0,CLUSTER 0: Gradual/Variable Changes
SQRDL,"Sulfide:quinone oxidoreductase, mitochondrial (Fragment) OS=Homo sapiens GN=SQRDL PE=1 SV=1",Unknown,Unknown,2,4,1.0,DOWN,0,4,-0.3176035130663655,0.3176035130663655,-0.2166161537468431,0.2783367946876458,1,0.25,-2.2821525513562477,0.106723643191908,0.5457097403153137,2,PHASE 2: Consistent Shifters (40-60 years)
