Gene_Symbol,Protein_Name,Matrisome_Category,Matrisome_Division,N_Tissues,N_Measurements,Direction_Consistency,Predominant_Direction,N_Upregulated,N_Downregulated,Mean_Zscore_Delta,Abs_Mean_Zscore_Delta,Median_Zscore_Delta,Std_Zscore_Delta,N_Strong_Effects,Strong_Effect_Rate,T_Statistic,P_Value,Universality_Score,Balance_Difference
ALDH4A1,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Homo sapiens GN=ALDH4A1 PE=1 SV=3",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.177488762429053,0.4767136366909583,-0.177488762429053,0.6741748903765535,1,0.5,,,0.2329654813161546,0
PBLD,Phenazine biosynthesis-like domain-containing protein OS=Homo sapiens GN=PBLD PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0364005170183546,0.2550464374608973,0.0364005170183546,0.3606901308921423,0,0.0,,,0.2107987613931485,0
PRDX6,Peroxiredoxin-6 OS=Homo sapiens GN=PRDX6 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.4085879717570324,0.741287464118634,0.4085879717570324,1.0483387853737312,1,0.5,,,0.2594228640589222,0
ATP5D,"ATP synthase subunit delta, mitochondrial OS=Homo sapiens GN=ATP5D PE=1 SV=2",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0775820384092657,0.1706038567102937,0.0775820384092657,0.2412702879528535,0,0.0,,,0.2023545033180882,0
CMPK1,UMP-CMP kinase OS=Homo sapiens GN=CMPK1 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1002024814032689,0.2319977551813603,0.1002024814032689,0.3280943718175927,0,0.0,,,0.2084938931651948,0
PEBP1,Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens GN=PEBP1 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0073907295511349,0.1022416759710181,0.0073907295511349,0.1445915647979692,0,0.0,,,0.1955182852441606,0
PKLR,Pyruvate kinase PKLR OS=Homo sapiens GN=PKLR PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1039822423071241,0.1473267810073757,-0.1039822423071241,0.2083515318014017,0,0.0,,,0.2000267957477964,0
SRI,Sorcin OS=Homo sapiens GN=SRI PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0441025213518867,0.1399346110353201,0.0441025213518867,0.1978974247715534,0,0.0,,,0.1992875787505908,0
GSTT1,Glutathione S-transferase theta-1 OS=Homo sapiens GN=GSTT1 PE=1 SV=4,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0193558558559118,0.0942933397881451,-0.0193558558559118,0.1333509199698494,0,0.0,,,0.1947234516258733,0
ALDH1B1,"Aldehyde dehydrogenase X, mitochondrial OS=Homo sapiens GN=ALDH1B1 PE=1 SV=3",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0344558321770165,0.1443731718197917,-0.0344558321770165,0.2041744976303706,0,0.0,,,0.199731434829038,0
LCN1,Lipocalin-1 OS=Homo sapiens GN=LCN1 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.095722428771939,0.3021798484457716,0.095722428771939,0.4273468399478567,0,0.0,,,0.215512102491636,0
GK,Glycerol kinase OS=Homo sapiens GN=GK PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0023433494597544,0.034713090403523,0.0023433494597544,0.0490917232405456,0,0.0,,,0.1887654266874111,0
KIF5B,Kinesin-1 heavy chain OS=Homo sapiens GN=KIF5B PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0150719413920932,0.2178968107475058,0.0150719413920932,0.3081526249569664,0,0.0,,,0.2070837987218094,0
HIST1H2BB,Histone H2B type 1-B OS=Homo sapiens GN=HIST1H2BB PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0021883584320415,0.4781533978040285,-0.0021883584320415,0.6762110200692348,0,0.0,,,0.2331094574274617,0
SHMT1,"Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens GN=SHMT1 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1186730171693422,0.1311795579882639,0.1186730171693422,0.1855159100131107,0,0.0,,,0.1984120734458852,0
SHMT2,"Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0554331051156087,0.3362144745495523,0.0554331051156087,0.4754790697741207,0,0.0,,,0.218915565102014,0
RDX,Radixin OS=Homo sapiens GN=RDX PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1362013309731541,0.1372768831288325,0.1362013309731541,0.1941388299211013,0,0.0,,,0.1990218059599421,0
RFC2,Replication factor C subunit 2 OS=Homo sapiens GN=RFC2 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1502567216273515,0.1668026060435741,0.1502567216273515,0.2358945077059989,0,0.0,,,0.2019743782514162,0
RFC1,Replication factor C subunit 1 OS=Homo sapiens GN=RFC1 PE=1 SV=4,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0888326968154723,0.1176013953150992,-0.0888326968154723,0.166313488208613,0,0.0,,,0.1970542571785687,0
KRT9,"Keratin, type I cytoskeletal 9 OS=Homo sapiens GN=KRT9 PE=1 SV=3",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0464704403652107,0.119270457390748,-0.0464704403652107,0.1686738984324382,0,0.0,,,0.1972211633861336,0
MYH9,Myosin-9 OS=Homo sapiens GN=MYH9 PE=1 SV=4,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0045823922123727,0.0900702562662592,-0.0045823922123727,0.1273785779781641,0,0.0,,,0.1943011432736847,0
COPB2,Coatomer subunit beta' OS=Homo sapiens GN=COPB2 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0484875793663852,0.0991758028482434,0.0484875793663852,0.1402557654472261,0,0.0,,,0.1952116979318831,0
ADD1,Alpha-adducin OS=Homo sapiens GN=ADD1 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.4208751762654817,0.4395933277257128,-0.4208751762654817,0.6216788459984238,1,0.5,,,0.2292534504196301,0
FUS,RNA-binding protein FUS OS=Homo sapiens GN=FUS PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1324174721249715,0.2231199932118734,0.1324174721249715,0.3155393204368244,0,0.0,,,0.2076061169682461,0
NUP214,Nuclear pore complex protein Nup214 OS=Homo sapiens GN=NUP214 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1428459683553433,0.439479753233936,-0.1428459683553433,0.6215182274118135,1,0.5,,,0.2292420929704524,0
SOX18,Transcription factor SOX-18 OS=Homo sapiens GN=SOX18 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1418115487473876,0.1739021566408892,0.1418115487473876,0.2459347884474759,0,0.0,,,0.2026843333111477,0
HMGCL,"Hydroxymethylglutaryl-CoA lyase, mitochondrial OS=Homo sapiens GN=HMGCL PE=1 SV=2",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1360423931849572,0.340333085389145,0.1360423931849572,0.4813036650816096,0,0.0,,,0.2193274261859733,0
PSMC2,26S protease regulatory subunit 7 OS=Homo sapiens GN=PSMC2 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0371299965299787,0.366369892757055,-0.0371299965299787,0.5181252711822035,0,0.0,,,0.2219311069227643,0
ARL2,ADP-ribosylation factor-like protein 2 OS=Homo sapiens GN=ARL2 PE=1 SV=4,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.4129862274911889,0.5390073429733102,0.4129862274911889,0.7622714946515418,1,0.5,,,0.2391948519443898,0
TRIM23,E3 ubiquitin-protein ligase TRIM23 OS=Homo sapiens GN=TRIM23 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0960334026339669,0.1175431179791874,-0.0960334026339669,0.1662310716097876,0,0.0,,,0.1970484294449775,0
ATP5C1,"ATP synthase subunit gamma, mitochondrial OS=Homo sapiens GN=ATP5C1 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.2158647386291674,0.7871847421314417,-0.2158647386291674,1.1132473384154524,2,1.0,,,0.264012591860203,0
PGM1,Phosphoglucomutase-1 OS=Homo sapiens GN=PGM1 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.3219582483820669,0.5662344851686266,-0.3219582483820669,0.800776488408819,1,0.5,,,0.2419175661639215,0
DLST,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens GN=DLST PE=1 SV=4",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.032018811486321,0.0606806259313347,0.032018811486321,0.085815364165382,0,0.0,,,0.1913621802401923,0
COIL,Coilin OS=Homo sapiens GN=COIL PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.3101595819696489,0.3448579160380174,-0.3101595819696489,0.4877027419526863,1,0.5,,,0.2197799092508605,0
ATP6V1A,V-type proton ATPase catalytic subunit A OS=Homo sapiens GN=ATP6V1A PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0154744406784677,0.4801695192322669,-0.0154744406784677,0.6790622463364406,0,0.0,,,0.2333110695702855,0
EIF4A3,Eukaryotic initiation factor 4A-III OS=Homo sapiens GN=EIF4A3 PE=1 SV=4,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0483316069001754,0.3602757194271514,0.0483316069001754,0.5095068086076016,0,0.0,,,0.2213216895897739,0
CAPG,Macrophage-capping protein OS=Homo sapiens GN=CAPG PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0917229939933426,0.1137616014478967,0.0917229939933426,0.1608831996448984,0,0.0,,,0.1966702777918485,0
TXLNA,Alpha-taxilin OS=Homo sapiens GN=TXLNA PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.2298622241048618,0.4038681963563779,0.2298622241048618,0.5711558806983499,1,0.5,,,0.2256809372826966,0
ARL1,ADP-ribosylation factor-like protein 1 OS=Homo sapiens GN=ARL1 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0711883145262124,0.1856947227854162,0.0711883145262124,0.2626119954242478,0,0.0,,,0.2038635899256004,0
MDH1,"Malate dehydrogenase, cytoplasmic OS=Homo sapiens GN=MDH1 PE=1 SV=4",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0084007338235732,0.0094791795192851,-0.0084007338235732,0.0134055842363423,0,0.0,,,0.1862420355989873,0
MDH2,"Malate dehydrogenase, mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1704535654066067,0.4711265566599603,0.1704535654066067,0.6662735660226522,1,0.5,,,0.2324067733130548,0
RFC5,Replication factor C subunit 5 OS=Homo sapiens GN=RFC5 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0321365672558993,0.1216610949146476,0.0321365672558993,0.172054770441455,0,0.0,,,0.1974602271385236,0
ETV6,Transcription factor ETV6 OS=Homo sapiens GN=ETV6 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1433199260844367,0.200442233991279,0.1433199260844367,0.2834681257828281,0,0.0,,,0.2053383410461867,0
MNDA,Myeloid cell nuclear differentiation antigen OS=Homo sapiens GN=MNDA PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0107641220740082,0.1088601077900366,-0.0107641220740082,0.1539514408380668,0,0.0,,,0.1961801284260625,0
KDM5C,Lysine-specific demethylase 5C OS=Homo sapiens GN=KDM5C PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-1.6051690944338577,1.6679024799386064,-1.6051690944338577,2.3587703078448965,1,0.5,,,0.3520843656409195,0
GARS,Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0339372499802534,0.1264041721044376,-0.0339372499802534,0.1787624945306386,0,0.0,,,0.1979345348575026,0
ECI1,"Enoyl-CoA delta isomerase 1, mitochondrial OS=Homo sapiens GN=ECI1 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0184851914923155,0.5784758793261232,-0.0184851914923155,0.8180884340487053,2,1.0,,,0.2431417055796711,0
TMPO,"Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens GN=TMPO PE=1 SV=2",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0012772232704856,0.0707604630125684,0.0012772232704856,0.100070406472174,0,0.0,,,0.1923701639483156,0
STAT6,Signal transducer and activator of transcription 6 OS=Homo sapiens GN=STAT6 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.054949260485227,0.173967542373848,-0.054949260485227,0.246027257837812,0,0.0,,,0.2026908718844436,0
AKR1C3,Aldo-keto reductase family 1 member C3 OS=Homo sapiens GN=AKR1C3 PE=1 SV=4,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0753629738471118,0.2048754535774674,-0.0753629738471118,0.2897376450465938,0,0.0,,,0.2057816630048055,0
PIK3CB,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform OS=Homo sapiens GN=PIK3CB PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.006690351167971,0.1542531656858237,0.006690351167971,0.218146918951876,0,0.0,,,0.2007194342156412,0
ACAA2,"3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens GN=ACAA2 PE=1 SV=2",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1566814775986099,0.3247293296606604,-0.1566814775986099,0.4592366221064297,0,0.0,,,0.2177670506131248,0
ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADSB PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0141778903855288,0.4116740180340363,0.0141778903855288,0.5821949795803603,0,0.0,,,0.2264615194504624,0
GSTM5,Glutathione S-transferase Mu 5 OS=Homo sapiens GN=GSTM5 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.2628996331398595,0.3560032432512934,0.2628996331398595,0.5034646148547871,1,0.5,,,0.2208944419721881,0
RPL5,60S ribosomal protein L5 OS=Homo sapiens GN=RPL5 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1459857830095335,0.3281287131164847,0.1459857830095335,0.4640440762933632,0,0.0,,,0.2181069889587073,0
CAPZA2,F-actin-capping protein subunit alpha-2 OS=Homo sapiens GN=CAPZA2 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1016027103767339,0.3000646008059505,-0.1016027103767339,0.424355428047844,0,0.0,,,0.2153005777276538,0
CAPZB,F-actin-capping protein subunit beta OS=Homo sapiens GN=CAPZB PE=1 SV=4,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0115638026811938,0.1041159988143435,0.0115638026811938,0.1472422575832656,0,0.0,,,0.1957057175284932,0
RPL29,60S ribosomal protein L29 OS=Homo sapiens GN=RPL29 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1259935049307956,0.1417957421743863,-0.1259935049307956,0.2005294616697757,0,0.0,,,0.1994736918644974,0
ATP5O,"ATP synthase subunit O, mitochondrial OS=Homo sapiens GN=ATP5O PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.2734039870063054,0.4572231560292585,-0.2734039870063054,0.6466111882876072,1,0.5,,,0.2310164332499847,0
GCLM,Glutamate--cysteine ligase regulatory subunit OS=Homo sapiens GN=GCLM PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0520251745750921,0.2225557761906022,-0.0520251745750921,0.3147413970732208,0,0.0,,,0.207549695266119,0
KRT6C,"Keratin, type II cytoskeletal 6C OS=Homo sapiens GN=KRT6C PE=1 SV=3",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.299361707080143,0.3192343685669841,0.299361707080143,0.4514655736030402,1,0.5,,,0.2172175545037572,0
MRPL19,"39S ribosomal protein L19, mitochondrial OS=Homo sapiens GN=MRPL19 PE=1 SV=2",Unknown,Unknown,2,4,0.75,DOWN,1,3,-0.1286780555778723,0.3092405787433038,-0.2021370275348769,0.3634776694592042,0,0.0,-0.708038299955672,0.5299748681758052,0.3852232018862281,2
SRP9,Signal recognition particle 9 kDa protein OS=Homo sapiens GN=SRP9 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1413213117206233,0.2692485524713163,-0.1413213117206233,0.3807749545542594,0,0.0,,,0.2122189728941904,0
HARS2,"Probable histidine--tRNA ligase, mitochondrial OS=Homo sapiens GN=HARS2 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1629171663147279,0.1681536955371768,0.1629171663147279,0.2378052367918316,0,0.0,,,0.2021094872007765,0
CTCF,Transcriptional repressor CTCF OS=Homo sapiens GN=CTCF PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0311601409199867,0.2021290005515422,-0.0311601409199867,0.2858535739289098,0,0.0,,,0.205507017702213,0
HINT1,Histidine triad nucleotide-binding protein 1 OS=Homo sapiens GN=HINT1 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1276592538435794,0.1632298722417683,-0.1276592538435794,0.2308418991087364,0,0.0,,,0.2016171048712356,0
NUP153,Nuclear pore complex protein Nup153 OS=Homo sapiens GN=NUP153 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0392845637518012,0.6967378071366981,0.0392845637518012,0.9853360562708082,2,1.0,,,0.2549678983607286,0
RANBP2,E3 SUMO-protein ligase RanBP2 OS=Homo sapiens GN=RANBP2 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.2247703702657483,0.2342665121927974,0.2247703702657483,0.3313028787528961,0,0.0,,,0.2087207688663385,0
MRE11A,Double-strand break repair protein MRE11A OS=Homo sapiens GN=MRE11A PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1784754505949516,0.3936040328969941,-0.1784754505949516,0.5566401615276749,1,0.5,,,0.2246545209367582,0
RBP2,Retinol-binding protein 2 OS=Homo sapiens GN=RBP2 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.4988961488090979,0.5266851887257161,0.4988961488090979,0.7448453369969408,1,0.5,,,0.2379626365196304,0
HNMT,Histamine N-methyltransferase OS=Homo sapiens GN=HNMT PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.3756773057774106,0.4237393512065576,0.3756773057774106,0.5992579373874898,1,0.5,,,0.2276680527677146,0
SULT1A2,Sulfotransferase 1A2 OS=Homo sapiens GN=SULT1A2 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.04653751413933,0.3033290225751897,-0.04653751413933,0.4289720175872079,0,0.0,,,0.2156270199045778,0
GDI2,Rab GDP dissociation inhibitor beta OS=Homo sapiens GN=GDI2 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0457521465589803,0.1400410739571603,-0.0457521465589803,0.1980479860795098,0,0.0,,,0.1992982250427748,0
EMD,Emerin OS=Homo sapiens GN=EMD PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.3921122038991302,0.4821427559303763,-0.3921122038991302,0.6818528244366793,1,0.5,,,0.2335083932400964,0
GATM,"Glycine amidinotransferase, mitochondrial OS=Homo sapiens GN=GATM PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.03339826964399,0.0927498478546944,0.03339826964399,0.1311680927441499,0,0.0,,,0.1945691024325282,0
LRBA,Lipopolysaccharide-responsive and beige-like anchor protein OS=Homo sapiens GN=LRBA PE=1 SV=4,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.2058406918569307,0.2314715312852591,0.2058406918569307,0.3273501788468816,0,0.0,,,0.2084412707755847,0
BCAM,Basal cell adhesion molecule OS=Homo sapiens GN=BCAM PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0918655552746683,0.1549417265577821,0.0918655552746683,0.2191206910755191,0,0.0,,,0.200788290302837,0
FXR1,Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens GN=FXR1 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0330072554492342,0.0747260949462159,-0.0330072554492342,0.1056786569361182,0,0.0,,,0.1927667271416804,0
RAB7A,Ras-related protein Rab-7a OS=Homo sapiens GN=RAB7A PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0566449152149102,0.2189523768684377,0.0566449152149102,0.3096454208811698,0,0.0,,,0.2071893553339026,0
RAB9A,Ras-related protein Rab-9A OS=Homo sapiens GN=RAB9A PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.3308193144827867,0.3398117292349053,-0.3308193144827867,0.4805663561374571,1,0.5,,,0.2192752905705493,0
DAP3,"28S ribosomal protein S29, mitochondrial OS=Homo sapiens GN=DAP3 PE=1 SV=1",Unknown,Unknown,2,6,0.6666666666666666,UP,4,2,0.0893520564139839,0.288216465341523,0.1526958135128667,0.3518750374590897,1,0.1666666666666666,0.6220019108575832,0.5612016441371812,0.3518754353537749,2
BCAP31,B-cell receptor-associated protein 31 OS=Homo sapiens GN=BCAP31 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1314881987139635,0.2012215199374227,0.1314881987139635,0.2845702025368313,0,0.0,,,0.2054162696408011,0
ALDH3A2,Fatty aldehyde dehydrogenase OS=Homo sapiens GN=ALDH3A2 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.2196203934214278,0.5914311496866238,0.2196203934214278,0.8364099530967355,1,0.5,,,0.2444372326157212,0
ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial OS=Homo sapiens GN=ALDH5A1 PE=1 SV=2",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0758028383715844,0.1771814876188887,-0.0758028383715844,0.250572462792073,0,0.0,,,0.2030122664089477,0
NDUFA8,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Homo sapiens GN=NDUFA8 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0365738566138672,0.2976220463285349,-0.0365738566138672,0.4209011343790477,0,0.0,,,0.2150563222799123,0
ARHGDIB,Rho GDP-dissociation inhibitor 2 OS=Homo sapiens GN=ARHGDIB PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0475223073529569,0.3315769331929119,-0.0475223073529569,0.4689205958914937,0,0.0,,,0.21845181096635,0
HRSP12,Ribonuclease UK114 OS=Homo sapiens GN=HRSP12 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0031033678665006,0.306989851523582,-0.0031033678665006,0.4341492115355524,0,0.0,,,0.215993102799417,0
NUP98,Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 PE=1 SV=4,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0007689528258257,0.4877806750464779,-0.0007689528258257,0.6898260461142326,0,0.0,,,0.2340721851517066,0
SLC25A1,"Tricarboxylate transport protein, mitochondrial OS=Homo sapiens GN=SLC25A1 PE=1 SV=2",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.2684081206192675,0.3203890048145307,-0.2684081206192675,0.4530984758439282,1,0.5,,,0.2173330181285119,0
COPA,Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.098255519135706,0.2198871660116631,-0.098255519135706,0.3109674123654782,0,0.0,,,0.2072828342482251,0
IST1,IST1 homolog OS=Homo sapiens GN=IST1 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.024488868485457,0.1416071177422265,0.024488868485457,0.2002627064396205,0,0.0,,,0.1994548294212814,0
SEC24C,Protein transport protein Sec24C OS=Homo sapiens GN=SEC24C PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.3796183483506073,0.408138137202105,-0.3796183483506073,0.5771944889529081,1,0.5,,,0.2261079313672693,0
CACNA2D1,Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Homo sapiens GN=CACNA2D1 PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.7545374680768353,0.7972914995779796,-0.7545374680768353,1.1275404518679617,1,0.5,,,0.2650232676048568,0
HSPA2,Heat shock-related 70 kDa protein 2 OS=Homo sapiens GN=HSPA2 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1704772123046602,0.2390627143511833,-0.1704772123046602,0.3380857328931687,0,0.0,,,0.2092003890821771,0
NAPA,Alpha-soluble NSF attachment protein OS=Homo sapiens GN=NAPA PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1740044230178474,0.3531118297498752,0.1740044230178474,0.4993755386666528,1,0.5,,,0.2206053006220463,0
CSE1L,Exportin-2 OS=Homo sapiens GN=CSE1L PE=1 SV=3,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.021605114755778,0.2105856268889951,0.021605114755778,0.2978130495872572,0,0.0,,,0.2063526803359583,0
VCP,Transitional endoplasmic reticulum ATPase OS=Homo sapiens GN=VCP PE=1 SV=4,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.2552735536637644,0.2613120037285182,-0.2552735536637644,0.3695509796837592,1,0.5,,,0.2114253180199106,0
HADHB,"Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens GN=HADHB PE=1 SV=3",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0436312800887353,0.1259303227863771,0.0436312800887353,0.1780923703985161,0,0.0,,,0.1978871499256965,0
ADAR,Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens GN=ADAR PE=1 SV=4,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0691904902585116,0.3644971430180374,0.0691904902585116,0.5154768031023542,0,0.0,,,0.2217438319488625,0
OXCT1,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Homo sapiens GN=OXCT1 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1208029236151661,0.2008319038508816,-0.1208029236151661,0.2840192021831262,0,0.0,,,0.205377308032147,0
RRP1,Ribosomal RNA processing protein 1 homolog A OS=Homo sapiens GN=RRP1 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1857749502907472,0.3334850812696099,-0.1857749502907472,0.4716191247805762,1,0.5,,,0.2186426257740198,0
ITGA1,Integrin alpha-1 OS=Homo sapiens GN=ITGA1 PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.3119696182473973,0.4582748106706152,0.3119696182473973,0.6480984525443465,1,0.5,,,0.2311215987141203,0
EIF6,Eukaryotic translation initiation factor 6 OS=Homo sapiens GN=EIF6 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.3415953814777675,0.5610178167654001,0.3415953814777675,0.7933990052025728,1,0.5,,,0.2413958993235988,0
