Protein_ID,Protein_Name,Gene_Symbol,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Method,Study_ID,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Match_Level,Match_Confidence
P48735,"Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens GN=IDH2 PE=1 SV=2",IDH2,Kidney_Glomerular,Glomerular,Homo sapiens,14505.613991188793,27457.247001411404,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P48735,"Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens GN=IDH2 PE=1 SV=2",IDH2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,50737.62719868564,85372.29489758883,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49189,4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3,ALDH9A1,Kidney_Glomerular,Glomerular,Homo sapiens,1131.293964284608,2164.944051915483,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49189,4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3,ALDH9A1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,2432.2411036862018,7014.18912298552,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49257,Protein ERGIC-53 OS=Homo sapiens GN=LMAN1 PE=1 SV=2,LMAN1,Kidney_Glomerular,Glomerular,Homo sapiens,800.0903557019957,1390.5511860780423,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,LMAN1,ECM-affiliated Proteins,Matrisome-associated,exact_gene,100
P49257,Protein ERGIC-53 OS=Homo sapiens GN=LMAN1 PE=1 SV=2,LMAN1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,2585.5148134228,2755.7176174875835,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,LMAN1,ECM-affiliated Proteins,Matrisome-associated,exact_gene,100
P49406,"39S ribosomal protein L19, mitochondrial OS=Homo sapiens GN=MRPL19 PE=1 SV=2",MRPL19,Kidney_Glomerular,Glomerular,Homo sapiens,25.486105110877002,156.91834988520733,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49406,"39S ribosomal protein L19, mitochondrial OS=Homo sapiens GN=MRPL19 PE=1 SV=2",MRPL19,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,122.82812578025433,524.1408362519317,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49411,"Elongation factor Tu, mitochondrial OS=Homo sapiens GN=TUFM PE=1 SV=2",TUFM,Kidney_Glomerular,Glomerular,Homo sapiens,262011.24288740233,432239.2262413567,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49411,"Elongation factor Tu, mitochondrial OS=Homo sapiens GN=TUFM PE=1 SV=2",TUFM,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,775708.3679290324,1181213.3280622733,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49419,Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens GN=ALDH7A1 PE=1 SV=5,ALDH7A1,Kidney_Glomerular,Glomerular,Homo sapiens,6635.30893208017,7294.664694367991,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49419,Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens GN=ALDH7A1 PE=1 SV=5,ALDH7A1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,17289.834013940268,17849.033160060735,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49458,Signal recognition particle 9 kDa protein OS=Homo sapiens GN=SRP9 PE=1 SV=2,SRP9,Kidney_Glomerular,Glomerular,Homo sapiens,4272.752884882751,6292.951904222083,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49458,Signal recognition particle 9 kDa protein OS=Homo sapiens GN=SRP9 PE=1 SV=2,SRP9,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,4774.671223909227,5560.2031728026,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49590,"Probable histidine--tRNA ligase, mitochondrial OS=Homo sapiens GN=HARS2 PE=1 SV=1",HARS2,Kidney_Glomerular,Glomerular,Homo sapiens,69553.3354729709,50664.55914778597,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49590,"Probable histidine--tRNA ligase, mitochondrial OS=Homo sapiens GN=HARS2 PE=1 SV=1",HARS2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,54813.67961638607,52080.802472800664,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49711,Transcriptional repressor CTCF OS=Homo sapiens GN=CTCF PE=1 SV=1,CTCF,Kidney_Glomerular,Glomerular,Homo sapiens,1771.4493621000793,2352.267391370813,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49711,Transcriptional repressor CTCF OS=Homo sapiens GN=CTCF PE=1 SV=1,CTCF,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,2295.298737050241,7150.77683349623,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49716,CCAAT/enhancer-binding protein delta OS=Homo sapiens GN=CEBPD PE=1 SV=2,CEBPD,Kidney_Glomerular,Glomerular,Homo sapiens,12361.699473966351,12748.691566525196,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49716,CCAAT/enhancer-binding protein delta OS=Homo sapiens GN=CEBPD PE=1 SV=2,CEBPD,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,7258.927468596897,8118.065835335236,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49721,Proteasome subunit beta type-2 OS=Homo sapiens GN=PSMB2 PE=1 SV=1,PSMB2,Kidney_Glomerular,Glomerular,Homo sapiens,6816.0810810960165,6372.219929966341,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49721,Proteasome subunit beta type-2 OS=Homo sapiens GN=PSMB2 PE=1 SV=1,PSMB2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,5703.403367927014,5685.328472583477,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49748,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADVL PE=1 SV=1",ACADVL,Kidney_Glomerular,Glomerular,Homo sapiens,61298.92848445873,69345.54648582086,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49748,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADVL PE=1 SV=1",ACADVL,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,100324.35359739343,90412.00217575976,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49750,YLP motif-containing protein 1 OS=Homo sapiens GN=YLPM1 PE=1 SV=3,YLPM1,Kidney_Glomerular,Glomerular,Homo sapiens,76890.88695776387,44589.928995407565,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49750,YLP motif-containing protein 1 OS=Homo sapiens GN=YLPM1 PE=1 SV=3,YLPM1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,92576.05111495774,81133.77918219463,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49756,RNA-binding protein 25 OS=Homo sapiens GN=RBM25 PE=1 SV=3,RBM25,Kidney_Glomerular,Glomerular,Homo sapiens,3831.9092004860163,4021.6328995094996,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49756,RNA-binding protein 25 OS=Homo sapiens GN=RBM25 PE=1 SV=3,RBM25,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,4168.742626036,7487.324757972044,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49773,Histidine triad nucleotide-binding protein 1 OS=Homo sapiens GN=HINT1 PE=1 SV=2,HINT1,Kidney_Glomerular,Glomerular,Homo sapiens,3679.47405215652,1917.8430290135732,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49773,Histidine triad nucleotide-binding protein 1 OS=Homo sapiens GN=HINT1 PE=1 SV=2,HINT1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,3134.3198493692594,686.0414303261106,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49790,Nuclear pore complex protein Nup153 OS=Homo sapiens GN=NUP153 PE=1 SV=2,NUP153,Kidney_Glomerular,Glomerular,Homo sapiens,34931.725349087,23697.7201023443,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49790,Nuclear pore complex protein Nup153 OS=Homo sapiens GN=NUP153 PE=1 SV=2,NUP153,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,35565.670602440565,53044.41670591777,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49792,E3 SUMO-protein ligase RanBP2 OS=Homo sapiens GN=RANBP2 PE=1 SV=2,RANBP2,Kidney_Glomerular,Glomerular,Homo sapiens,34577.86175840887,49729.496567420894,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49792,E3 SUMO-protein ligase RanBP2 OS=Homo sapiens GN=RANBP2 PE=1 SV=2,RANBP2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,76450.8060093603,68556.47492748017,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49796,Regulator of G-protein signaling 3 OS=Homo sapiens GN=RGS3 PE=1 SV=2,RGS3,Kidney_Glomerular,Glomerular,Homo sapiens,47982.57060519067,78012.33509919884,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49796,Regulator of G-protein signaling 3 OS=Homo sapiens GN=RGS3 PE=1 SV=2,RGS3,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,86198.97131824169,67434.38798219647,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49914,5-formyltetrahydrofolate cyclo-ligase OS=Homo sapiens GN=MTHFS PE=1 SV=2,MTHFS,Kidney_Glomerular,Glomerular,Homo sapiens,806.6207363044473,897.8715044119766,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49914,5-formyltetrahydrofolate cyclo-ligase OS=Homo sapiens GN=MTHFS PE=1 SV=2,MTHFS,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,6814.248092848076,3201.0387100123467,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49916,DNA ligase 3 OS=Homo sapiens GN=LIG3 PE=1 SV=2,LIG3,Kidney_Glomerular,Glomerular,Homo sapiens,322910.57377942867,301914.9376119453,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49916,DNA ligase 3 OS=Homo sapiens GN=LIG3 PE=1 SV=2,LIG3,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,427531.21580327867,386981.22131979367,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49959,Double-strand break repair protein MRE11A OS=Homo sapiens GN=MRE11A PE=1 SV=3,MRE11A,Kidney_Glomerular,Glomerular,Homo sapiens,9725.677622847143,7883.181243775313,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P49959,Double-strand break repair protein MRE11A OS=Homo sapiens GN=MRE11A PE=1 SV=3,MRE11A,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,18997.9972121251,19829.29049759852,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50053,Ketohexokinase OS=Homo sapiens GN=KHK PE=1 SV=2,KHK,Kidney_Glomerular,Glomerular,Homo sapiens,2816.9624465025568,961.9650683138833,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50053,Ketohexokinase OS=Homo sapiens GN=KHK PE=1 SV=2,KHK,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,13341.427323475562,4016.4127082390246,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50120,Retinol-binding protein 2 OS=Homo sapiens GN=RBP2 PE=1 SV=3,RBP2,Kidney_Glomerular,Glomerular,Homo sapiens,564.2930381285787,7804.431644800327,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50120,Retinol-binding protein 2 OS=Homo sapiens GN=RBP2 PE=1 SV=3,RBP2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,1113.7102878487367,13053.792017743055,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50135,Histamine N-methyltransferase OS=Homo sapiens GN=HNMT PE=1 SV=1,HNMT,Kidney_Glomerular,Glomerular,Homo sapiens,1849.9712224896127,740.7961902693904,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50135,Histamine N-methyltransferase OS=Homo sapiens GN=HNMT PE=1 SV=1,HNMT,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,7541.157790864857,1433.256861585929,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50213,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Homo sapiens GN=IDH3A PE=1 SV=1",IDH3A,Kidney_Glomerular,Glomerular,Homo sapiens,6446.894319011381,9360.452116304014,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50213,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Homo sapiens GN=IDH3A PE=1 SV=1",IDH3A,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,20751.250718991534,26503.597887209533,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50226,Sulfotransferase 1A2 OS=Homo sapiens GN=SULT1A2 PE=1 SV=2,SULT1A2,Kidney_Glomerular,Glomerular,Homo sapiens,2617.5832107383867,4043.5053921553395,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50226,Sulfotransferase 1A2 OS=Homo sapiens GN=SULT1A2 PE=1 SV=2,SULT1A2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,6578.4053816433625,4499.916240106083,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50336,Protoporphyrinogen oxidase OS=Homo sapiens GN=PPOX PE=1 SV=1,PPOX,Kidney_Glomerular,Glomerular,Homo sapiens,4030.5516990883298,3655.7968977981077,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50336,Protoporphyrinogen oxidase OS=Homo sapiens GN=PPOX PE=1 SV=1,PPOX,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,9741.347862059636,15925.436204847914,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50395,Rab GDP dissociation inhibitor beta OS=Homo sapiens GN=GDI2 PE=1 SV=2,GDI2,Kidney_Glomerular,Glomerular,Homo sapiens,5531.220603792383,5168.628357640943,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50395,Rab GDP dissociation inhibitor beta OS=Homo sapiens GN=GDI2 PE=1 SV=2,GDI2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,9996.251673711049,8161.20540303606,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50402,Emerin OS=Homo sapiens GN=EMD PE=1 SV=1,EMD,Kidney_Glomerular,Glomerular,Homo sapiens,12606.417850462602,27094.639546014,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50402,Emerin OS=Homo sapiens GN=EMD PE=1 SV=1,EMD,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,16473.1799637535,83853.7051238328,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50416,"Carnitine O-palmitoyltransferase 1, liver isoform OS=Homo sapiens GN=CPT1A PE=1 SV=2",CPT1A,Kidney_Glomerular,Glomerular,Homo sapiens,728.6790824905189,1952.4415949336544,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50416,"Carnitine O-palmitoyltransferase 1, liver isoform OS=Homo sapiens GN=CPT1A PE=1 SV=2",CPT1A,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,6009.390029440933,5822.225736786003,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50440,"Glycine amidinotransferase, mitochondrial OS=Homo sapiens GN=GATM PE=1 SV=1",GATM,Kidney_Glomerular,Glomerular,Homo sapiens,235698.52226429599,258392.682143586,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50440,"Glycine amidinotransferase, mitochondrial OS=Homo sapiens GN=GATM PE=1 SV=1",GATM,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,521471.3484508603,503176.6353030703,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50570,Dynamin-2 OS=Homo sapiens GN=DNM2 PE=1 SV=2,DNM2,Kidney_Glomerular,Glomerular,Homo sapiens,2587.838189906323,2700.9470100389567,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50570,Dynamin-2 OS=Homo sapiens GN=DNM2 PE=1 SV=2,DNM2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,9662.156850918063,6902.60135768985,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50851,Lipopolysaccharide-responsive and beige-like anchor protein OS=Homo sapiens GN=LRBA PE=1 SV=4,LRBA,Kidney_Glomerular,Glomerular,Homo sapiens,27813.170521703432,11623.875064243568,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50851,Lipopolysaccharide-responsive and beige-like anchor protein OS=Homo sapiens GN=LRBA PE=1 SV=4,LRBA,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,34654.10301826891,12275.525233474362,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50895,Basal cell adhesion molecule OS=Homo sapiens GN=BCAM PE=1 SV=2,BCAM,Kidney_Glomerular,Glomerular,Homo sapiens,664965.178008323,348501.6527459557,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50895,Basal cell adhesion molecule OS=Homo sapiens GN=BCAM PE=1 SV=2,BCAM,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,48870.927669935634,67563.49649052013,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50914,60S ribosomal protein L14 OS=Homo sapiens GN=RPL14 PE=1 SV=4,RPL14,Kidney_Glomerular,Glomerular,Homo sapiens,2207.091126876057,2943.3815132331633,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50914,60S ribosomal protein L14 OS=Homo sapiens GN=RPL14 PE=1 SV=4,RPL14,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,993.6062483576987,3353.37234877395,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50990,T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8 PE=1 SV=4,CCT8,Kidney_Glomerular,Glomerular,Homo sapiens,3599.4782455000664,5942.376426073867,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50990,T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8 PE=1 SV=4,CCT8,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,4557.436176556593,6403.708187357136,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50991,T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4,CCT4,Kidney_Glomerular,Glomerular,Homo sapiens,18518.696365537067,27997.18418148167,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50991,T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4,CCT4,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,27580.525131628234,23112.632383790664,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50993,Sodium/potassium-transporting ATPase subunit alpha-2 OS=Homo sapiens GN=ATP1A2 PE=1 SV=1,ATP1A2,Kidney_Glomerular,Glomerular,Homo sapiens,9613.096593535358,2172.7270310543267,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50993,Sodium/potassium-transporting ATPase subunit alpha-2 OS=Homo sapiens GN=ATP1A2 PE=1 SV=1,ATP1A2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,44437.98063179461,4363.363921364296,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P50995,Annexin A11 OS=Homo sapiens GN=ANXA11 PE=1 SV=1,ANXA11,Kidney_Glomerular,Glomerular,Homo sapiens,1724.9244116107766,2218.1572731285537,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,ANXA11,ECM-affiliated Proteins,Matrisome-associated,exact_gene,100
P50995,Annexin A11 OS=Homo sapiens GN=ANXA11 PE=1 SV=1,ANXA11,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,6135.694075028637,2880.689630330687,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,ANXA11,ECM-affiliated Proteins,Matrisome-associated,exact_gene,100
P51114,Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens GN=FXR1 PE=1 SV=3,FXR1,Kidney_Glomerular,Glomerular,Homo sapiens,724.6679813361129,1928.2818019130536,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P51114,Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens GN=FXR1 PE=1 SV=3,FXR1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,2020.643027605816,4462.69242507779,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P51148,Ras-related protein Rab-5C OS=Homo sapiens GN=RAB5C PE=1 SV=2,RAB5C,Kidney_Glomerular,Glomerular,Homo sapiens,14272.377587879768,19685.0480527373,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P51148,Ras-related protein Rab-5C OS=Homo sapiens GN=RAB5C PE=1 SV=2,RAB5C,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,16272.951511060266,20553.527946552535,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P51149,Ras-related protein Rab-7a OS=Homo sapiens GN=RAB7A PE=1 SV=1,RAB7A,Kidney_Glomerular,Glomerular,Homo sapiens,19865.84493997457,18603.821700455333,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P51149,Ras-related protein Rab-7a OS=Homo sapiens GN=RAB7A PE=1 SV=1,RAB7A,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,25994.40635238127,19983.933315894334,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P51151,Ras-related protein Rab-9A OS=Homo sapiens GN=RAB9A PE=1 SV=1,RAB9A,Kidney_Glomerular,Glomerular,Homo sapiens,6425.883259148194,4807.856816059163,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P51151,Ras-related protein Rab-9A OS=Homo sapiens GN=RAB9A PE=1 SV=1,RAB9A,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,17917.311244643766,16193.951995471172,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P51153,Ras-related protein Rab-13 OS=Homo sapiens GN=RAB13 PE=1 SV=1,RAB13,Kidney_Glomerular,Glomerular,Homo sapiens,645.238551243542,988.31727805626,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P51153,Ras-related protein Rab-13 OS=Homo sapiens GN=RAB13 PE=1 SV=1,RAB13,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,819.2907296094121,1589.8324416842968,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P51398,"28S ribosomal protein S29, mitochondrial OS=Homo sapiens GN=DAP3 PE=1 SV=1",DAP3,Kidney_Glomerular,Glomerular,Homo sapiens,2139.734361240826,2047.1141870582599,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
